Wikidata,PersonInWikidata,PersonInPausanias,Description,Entity,Wikipedia,FatherLabel,FatherURL,MotherLabel,MotherURL
http://www.wikidata.org/entity/Q607170,Achaeus,Ἀχαιοῦ,"Greek mythological figure, son of Xuthus","mythological Greek character",https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),Xuthus,http://www.wikidata.org/entity/Q514746,Creusa,http://www.wikidata.org/entity/Q2196048
http://www.wikidata.org/entity/Q607170,Achaeus,Ἀχαιοῦ,"Greek mythological figure, son of Xuthus","mythological Greek character",https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),Xuthus,http://www.wikidata.org/entity/Q514746,Phthia,http://www.wikidata.org/entity/Q25486480
http://www.wikidata.org/entity/Q607170,Achaeus,Ἀχαιοῦ,"Greek mythological figure, son of Xuthus","mythological Greek character",https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),Zeus,http://www.wikidata.org/entity/Q34201,Creusa,http://www.wikidata.org/entity/Q2196048
http://www.wikidata.org/entity/Q607170,Achaeus,Ἀχαιοῦ,"Greek mythological figure, son of Xuthus","mythological Greek character",https://en.wikipedia.org/wiki/Achaeus_(son_of_Xuthus),Zeus,http://www.wikidata.org/entity/Q34201,Phthia,http://www.wikidata.org/entity/Q25486480
http://www.wikidata.org/entity/Q718070,"Achaeus of Eretria",,"Greek playwright",human,https://en.wikipedia.org/wiki/Achaeus_of_Eretria,,,,
http://www.wikidata.org/entity/Q982939,"Achaicus of Corinth",,"one of the seventy disciples",human,https://en.wikipedia.org/wiki/Achaicus_of_Corinth,,,,
http://www.wikidata.org/entity/Q982939,"Achaicus of Corinth",,"one of the seventy disciples","human biblical figure",https://en.wikipedia.org/wiki/Achaicus_of_Corinth,,,,
http://www.wikidata.org/entity/Q21547777,Achamantis,,"daughter of Danaus in Greek mythology","mythological Greek character",,Danaus,http://www.wikidata.org/entity/Q210883,,
http://www.wikidata.org/entity/Q2633865,Achareus,,"mythical fighter in Greek mythology","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q21547790,Acheilus,,"son of Zeus in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Achilles_(son_of_Zeus),Zeus,http://www.wikidata.org/entity/Q34201,,
http://www.wikidata.org/entity/Q3604317,Achelaos,,"mythical son of Antenor","mythological Greek character",,Antenor,http://www.wikidata.org/entity/Q571969,,
http://www.wikidata.org/entity/Q1501571,Acheles,,"son of Heracles in Greek mythology","mythological Greek character",,Heracles,http://www.wikidata.org/entity/Q122248,Omphale,http://www.wikidata.org/entity/Q486698
http://www.wikidata.org/entity/Q391379,Achelous,Ἀχελῴῳ,"river god in Greek mythology",Potamoi,https://en.wikipedia.org/wiki/Achelous,,,,
http://www.wikidata.org/entity/Q12626619,Acheron,,"god of river of underworld, Greek mythology",Potamoi,,Oceanus,http://www.wikidata.org/entity/Q161419,,
http://www.wikidata.org/entity/Q21547783,Acheron,,"ACHĔRON , ontis , ein König in klein Asien, dessen Tochter Dardanis, sich mit dem Herkules zu vertraulich machete, und deren Sohn wiederum Herkules hieß, von denen denn der Fluß Acheron das Land Dardania und die Stadt Heraklea den Namen bekommen ha","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q656021,Achillas,,"official of Ptolemy XIII",human,https://en.wikipedia.org/wiki/Achillas,,,,
http://www.wikidata.org/entity/Q41746,Achilles,Ἀχιλλέως,"Greek mythological hero","mythological Greek character",https://en.wikipedia.org/wiki/Achilles,Peleus,http://www.wikidata.org/entity/Q178641,Thetis,http://www.wikidata.org/entity/Q184437
http://www.wikidata.org/entity/Q16168865,"Achilles of Athens",,"inventer of ostracism",human,,,,,
http://www.wikidata.org/entity/Q221951,"Achilles Tatius",,"Greek novellist",human,https://en.wikipedia.org/wiki/Achilles_Tatius,,,,
http://www.wikidata.org/entity/Q340320,"Achilles Tatius",,"ancient Greek astronomer",human,,,,,
http://www.wikidata.org/entity/Q3948626,Achilleus,,"early Roman saint",human,,,,,
http://www.wikidata.org/entity/Q579522,Achilleus,,"rebel against the Roman emperor Diocletian in Egypt in 297 AD",human,https://en.wikipedia.org/wiki/Aurelius_Achilleus,,,,
http://www.wikidata.org/entity/Q19901827,"Achilleus of Alexandria",,"ancient Olympic victor, 101 CE",human,https://en.wikipedia.org/wiki/Achilleus_of_Alexandria,,,,
http://www.wikidata.org/entity/Q122965814,Achladaeus,Ἀχλαδαῖον,"Spartan military officer killed by Aristomenes",human,,,,,
http://www.wikidata.org/entity/Q1241557,Acholius,,"Latin historian",human,https://en.wikipedia.org/wiki/Acholius,,,,
http://www.wikidata.org/entity/Q3555328,Acichorius,Ἀκιχώριος,"Gallic ruler",human,https://en.wikipedia.org/wiki/Acichorius,,,,
http://www.wikidata.org/entity/Q4674099,Acidinus,,"corespondent of Cicero",human,https://en.wikipedia.org/wiki/Acidinus,,,,
http://www.wikidata.org/entity/Q38716201,Acidusa,,"Greek mythical character, wife of Scamander","mythological Greek character",https://en.wikipedia.org/wiki/Acidusa,,,,
http://www.wikidata.org/entity/Q64854646,Acilia,,"mother of Lucan",human,,"Lucius Acilius Lucanus",http://www.wikidata.org/entity/Q63104647,Valeria,http://www.wikidata.org/entity/Q64853894
http://www.wikidata.org/entity/Q64854654,Acilia,,"aunt of Lucan",human,,"Lucius Acilius Lucanus",http://www.wikidata.org/entity/Q63104647,Valeria,http://www.wikidata.org/entity/Q64853894
http://www.wikidata.org/entity/Q64842254,"Acilia Plecusa",,"wife of Manius Acilius Fronto",human,,http://www.wikidata.org/.well-known/genid/5a033abfc92844e2e61c648b0e25e70a,http://www.wikidata.org/.well-known/genid/5a033abfc92844e2e61c648b0e25e70a,http://www.wikidata.org/.well-known/genid/6354d2e58470dac8d8ae95df2417d7ec,http://www.wikidata.org/.well-known/genid/6354d2e58470dac8d8ae95df2417d7ec
http://www.wikidata.org/entity/Q64844232,"Acilia Sedata Septumina",,"daughter of Manius Acilius Phlegon",human,,"Manius Acilius Phlegon",http://www.wikidata.org/entity/Q64843265,http://www.wikidata.org/.well-known/genid/5f177a329c47337dbd1957a94f6143d0,http://www.wikidata.org/.well-known/genid/5f177a329c47337dbd1957a94f6143d0
http://www.wikidata.org/entity/Q64843301,"Acilia Septumina",,"daughter of Manius Acilius Fronto",human,,"Manius Acilius Fronto",http://www.wikidata.org/entity/Q63104646,"Acilia Plecusa",http://www.wikidata.org/entity/Q64842254
http://www.wikidata.org/entity/Q329578,"Acilius Aviola",,"Roman officer in the early empire",human,,,,,
http://www.wikidata.org/entity/Q341435,"Acilius Glabrio",,"Roman consul suffectus under Nero or Domitian",human,,http://www.wikidata.org/.well-known/genid/1c70cf3ef524cde32378253db6c73cab,http://www.wikidata.org/.well-known/genid/1c70cf3ef524cde32378253db6c73cab,http://www.wikidata.org/.well-known/genid/efa2f0f0bb01773e9ad799b636f6baa2,http://www.wikidata.org/.well-known/genid/efa2f0f0bb01773e9ad799b636f6baa2
http://www.wikidata.org/entity/Q85852590,"Acilius Glabrio Sibidius",,"Roman politician",human,,,,,
http://www.wikidata.org/entity/Q1131137,"Acilius Severus",,"Roman consul 323 AD",human,https://en.wikipedia.org/wiki/Acilius_Severus_(consul),,,,
http://www.wikidata.org/entity/Q56349800,"Acilius Severus",,"4th-century Roman writer",human,https://en.wikipedia.org/wiki/Acilius_Severus_(writer),,,,
http://www.wikidata.org/entity/Q21547799,Acinetus,,"son of Heracles in Greek mythology","mythological Greek character",,Heracles,http://www.wikidata.org/entity/Q122248,Megara,http://www.wikidata.org/entity/Q929768
http://www.wikidata.org/entity/Q9581080,Acme,,"one of the Horae",Horae,,Zeus,http://www.wikidata.org/entity/Q34201,Themis,http://www.wikidata.org/entity/Q159168
http://www.wikidata.org/entity/Q12873241,Acmenes,Ἀκμηνὰς,"nymphs honored at Olympia","group of mythical characters",,,,,
http://www.wikidata.org/entity/Q33191300,Acmon,,"mythological Greek character, Cercope","mythological Greek character",,Oceanus,http://www.wikidata.org/entity/Q161419,,
http://www.wikidata.org/entity/Q3606609,Acmon,,"figure in Ovid's Metamorphoses","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q420259,Acmon,,"mythical character, companion of Diomedes in Italy","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q5081127,Acmon,,"Greek deity, father of Uranos","Greek deity",,,,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q420264,"Acmon of Phrygia",,"mythical Phrygian king","mythological Greek character",https://en.wikipedia.org/wiki/Acmon_of_Phrygia,Manes,http://www.wikidata.org/entity/Q2631851,,
http://www.wikidata.org/entity/Q21547808,Acoetes,,"character in the Aeneid","mythical character",,,,,
http://www.wikidata.org/entity/Q2666563,Acoetes,,"in Greek mythology, son of fisherman who helped Bacchus","mythological Greek character",https://en.wikipedia.org/wiki/Acoetes_(Bacchic_myth),,,,
http://www.wikidata.org/entity/Q27921410,Acoetes,,"father of Laocoon in Greek mythology","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q1147581,"Aconia Fabia Paulina",,"pagan priestess in Ancient Rome",human,https://en.wikipedia.org/wiki/Aconia_Fabia_Paulina,"Aconius Catullinus Philomatius",http://www.wikidata.org/entity/Q1542104,,
http://www.wikidata.org/entity/Q4059713,"Aconius Catullinus",,"homme politique romain du IVe s.",human,,,,,
http://www.wikidata.org/entity/Q1542104,"Aconius Catullinus Philomatius",,"Roman senator",human,https://en.wikipedia.org/wiki/Aconius_Catullinus_Philomatius,,,,
http://www.wikidata.org/entity/Q105393817,Acontes,,"arcadian prince","mythological Greek character",https://en.wikipedia.org/wiki/Acontes_(mythology),,,,
http://www.wikidata.org/entity/Q11904101,Acontes,,"son of Lycaon in Greek mythology","mythological Greek character",,Lycaon,http://www.wikidata.org/entity/Q501667,,
http://www.wikidata.org/entity/Q21547810,Aconteus,,,"mythological Greek character",,,,,
http://www.wikidata.org/entity/Q420533,Acontius,,"character in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Acontius,,,,
http://www.wikidata.org/entity/Q12873255,Acraea,Ἀκραίαν,"mythical daughter of Asterion",Asterionidae,,Asterion,http://www.wikidata.org/entity/Q4810678,,
http://www.wikidata.org/entity/Q420733,Acraea,Ἀκραίας,"divine epithet",epithet,,,,,
http://www.wikidata.org/entity/Q4675035,Acraepheus,,"Greek mythical character, son of Apollo","mythological Greek character",https://en.wikipedia.org/wiki/Acraepheus,Apollo,http://www.wikidata.org/entity/Q37340,,
http://www.wikidata.org/entity/Q10404083,Acragas,,"son of Zeus in Greek mythology","eponymous hero",https://en.wikipedia.org/wiki/Acragas_(mythology),Zeus,http://www.wikidata.org/entity/Q34201,Asterope,http://www.wikidata.org/entity/Q28563696
http://www.wikidata.org/entity/Q10404083,Acragas,,"son of Zeus in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Acragas_(mythology),Zeus,http://www.wikidata.org/entity/Q34201,Asterope,http://www.wikidata.org/entity/Q28563696
http://www.wikidata.org/entity/Q3604755,Acragas,,silversmith,human,https://en.wikipedia.org/wiki/Acragas_(silversmith),,,,
http://www.wikidata.org/entity/Q21547822,Acratophorus,,"epithet of Dionysos at Phygalia",epithet,,,,,
http://www.wikidata.org/entity/Q2067017,Acratopotes,,"Ancient Greek mythological figure","mythological Greek character",https://en.wikipedia.org/wiki/Acratopotes,,,,
http://www.wikidata.org/entity/Q12647288,Acratus,,"daemon associated with Dionysus in Athens","Greek deity",,,,,
http://www.wikidata.org/entity/Q12873245,Acrias,Ἀκρίαν,"suitor of Hippodameia","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q208017,Acrisius,Ἀκρίσιος,"Greek mythical king of Argos","mythological Greek character",https://en.wikipedia.org/wiki/Acrisius,Abas,http://www.wikidata.org/entity/Q305607,Aglaea,http://www.wikidata.org/entity/Q394174
http://www.wikidata.org/entity/Q208017,Acrisius,Ἀκρίσιος,"Greek mythical king of Argos","mythological Greek character",https://en.wikipedia.org/wiki/Acrisius,Abas,http://www.wikidata.org/entity/Q305607,Ocalea,http://www.wikidata.org/entity/Q7075657
http://www.wikidata.org/entity/Q16160516,Acron,,"Roman mythical character","human whose existence is disputed",,,,,
http://www.wikidata.org/entity/Q2563682,Acron,,"Ancient Greek physician",human,https://en.wikipedia.org/wiki/Acron,,,,
http://www.wikidata.org/entity/Q60234561,Acron,,"sculpteur antique",human,,,,,
http://www.wikidata.org/entity/Q421184,Acrotatus,Ἀκρότατος,"King of Sparta",human,https://en.wikipedia.org/wiki/Acrotatus_(king_of_Sparta),"Areus I",http://www.wikidata.org/entity/Q521565,,
http://www.wikidata.org/entity/Q421190,Acrotatus,Ἀκρότατος,"Spartan prince",human,https://en.wikipedia.org/wiki/Acrotatus_(father_of_Areus_I),"Cleomenes II",http://www.wikidata.org/entity/Q464632,,
http://www.wikidata.org/entity/Q12898582,Actaea,Ἀκταίαν,"Nereid of Greek mythology",Nereids,,Nereus,http://www.wikidata.org/entity/Q189527,Doris,http://www.wikidata.org/entity/Q726279
http://www.wikidata.org/entity/Q15360016,Actaea,,"daughter of Danaus","mythological Greek character",,Danaus,http://www.wikidata.org/entity/Q210883,Pieria,http://www.wikidata.org/entity/Q12883477
http://www.wikidata.org/entity/Q208531,Actaeon,Ἀκταίωνος,"son of Aristaeus in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Actaeon,Aristaeus,http://www.wikidata.org/entity/Q392435,Autonoë,http://www.wikidata.org/entity/Q94072
http://www.wikidata.org/entity/Q9581658,Actaeon,,"son of Melissus loved by Archias","mythological Greek character",,"Melissus father of Actaeon",http://www.wikidata.org/entity/Q118292561,,
http://www.wikidata.org/entity/Q4425724,"Actaeon's Dogs",,"mythological dogs","group of dogs",,,,,
http://www.wikidata.org/entity/Q4425724,"Actaeon's Dogs",,"mythological dogs","group of Greek mythical characters",,,,,
http://www.wikidata.org/entity/Q21547854,Actaeus,,"Greek mythical character, father of Telamon","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q421808,Actaeus,Ἀκταῖον,"Greek mythical character, first king of Attica","mythological Greek character",https://en.wikipedia.org/wiki/Actaeus,,,,
http://www.wikidata.org/entity/Q106616246,Acteis,,"mother of Clonius in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Acteis,,,,
http://www.wikidata.org/entity/Q2657834,Actis,,"mythical son of Helius","mythological Greek character",https://en.wikipedia.org/wiki/Actis_(mythology),Helios,http://www.wikidata.org/entity/Q134270,Rhodos,http://www.wikidata.org/entity/Q641286
http://www.wikidata.org/entity/Q4677443,Actisanes,,"Ancient Greek mythological King of Ethiopia",human,https://en.wikipedia.org/wiki/Actisanes,,,,
http://www.wikidata.org/entity/Q21547864,Actius,,"epithet of Apollo from Actium",epithet,,,,,
http://www.wikidata.org/entity/Q21547867,Acton,,"son of Myrmidon in Greek mythology","mythological Greek character",,Myrmidon,http://www.wikidata.org/entity/Q2445677,Pisidice,http://www.wikidata.org/entity/Q2067646
http://www.wikidata.org/entity/Q17521118,Actor,,"son of Acastus, figure of Greek mythology","mythological Greek character",,Acastus,http://www.wikidata.org/entity/Q416384,,
http://www.wikidata.org/entity/Q17521119,Actor,,"Greek mythical character, son of Hippasus","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q21547870,Actor,,"son of Poseidon in Greek mythology","mythological Greek character",,Poseidon,http://www.wikidata.org/entity/Q41127,Agamede,http://www.wikidata.org/entity/Q390348
http://www.wikidata.org/entity/Q21547872,Actor,,Lapith,"mythological Greek character",,,,,
http://www.wikidata.org/entity/Q21547875,Actor,,"companion of Aeneas","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q2473937,Actor,,"Son of Deion, figure of Greek mythology","mythological Greek character",,Deioneus,http://www.wikidata.org/entity/Q1183342,Diomede,http://www.wikidata.org/entity/Q3028712
http://www.wikidata.org/entity/Q2823758,Actor,Ἄκτορος,"son of Azeus in Greek mythology","mythological Greek character",,Azeus,http://www.wikidata.org/entity/Q12873065,,
http://www.wikidata.org/entity/Q2823762,Actor,,"king in Greek mythology","king in Greek mythology",,Myrmidon,http://www.wikidata.org/entity/Q2445677,Pisidice,http://www.wikidata.org/entity/Q2067646
http://www.wikidata.org/entity/Q2823762,Actor,,"king in Greek mythology","mythological Greek character",,Myrmidon,http://www.wikidata.org/entity/Q2445677,Pisidice,http://www.wikidata.org/entity/Q2067646
http://www.wikidata.org/entity/Q24055358,"Actor of Phocis",,"argonaut, son of Hippasus","mythological Greek character",,Hippasus,http://www.wikidata.org/entity/Q11925672,,
http://www.wikidata.org/entity/Q423424,"Actor son of Phorbas",Ἄκτορος,"king in Greek mythology","king in Greek mythology",,Myrmidon,http://www.wikidata.org/entity/Q2445677,Hyrmine,http://www.wikidata.org/entity/Q1641568
http://www.wikidata.org/entity/Q423424,"Actor son of Phorbas",Ἄκτορος,"king in Greek mythology","king in Greek mythology",,Phorbas,http://www.wikidata.org/entity/Q22965548,Hyrmine,http://www.wikidata.org/entity/Q1641568
http://www.wikidata.org/entity/Q423424,"Actor son of Phorbas",Ἄκτορος,"king in Greek mythology","mythological Greek character",,Myrmidon,http://www.wikidata.org/entity/Q2445677,Hyrmine,http://www.wikidata.org/entity/Q1641568
http://www.wikidata.org/entity/Q423424,"Actor son of Phorbas",Ἄκτορος,"king in Greek mythology","mythological Greek character",,Phorbas,http://www.wikidata.org/entity/Q22965548,Hyrmine,http://www.wikidata.org/entity/Q1641568
http://www.wikidata.org/entity/Q12873261,Actorida,,"character from Greek mythology","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q21547878,Actorion,,"son of Irus in Greek mythology","mythological Greek character",,Irus,http://www.wikidata.org/entity/Q38795854,,
http://www.wikidata.org/entity/Q423734,Acumenus,,"5th-century BC Greek physician",human,https://en.wikipedia.org/wiki/Acumenus,,,,
http://www.wikidata.org/entity/Q423894,Acusilaus,Ἀκουσιλάῳ,"ancient Greek logographer and mythographer",human,https://en.wikipedia.org/wiki/Acusilaus,,,,
http://www.wikidata.org/entity/Q28918912,"Acusilaus of Cyrene",,"ancient Greek olympic victor in stadion",human,,,,,
http://www.wikidata.org/entity/Q11904135,"Acusilaus of Rhodes",Ἀκουσίλαος,boxer,human,,"Diagoras of Rhodes",http://www.wikidata.org/entity/Q777201,,
http://www.wikidata.org/entity/Q775658,Acutia,,"wife of Publius Vitellius the Younger",human,,http://www.wikidata.org/.well-known/genid/a72dc3b4600802540e496157507ca8ea,http://www.wikidata.org/.well-known/genid/a72dc3b4600802540e496157507ca8ea,http://www.wikidata.org/.well-known/genid/158ee97f5989d97aadbf6e911b3bae30,http://www.wikidata.org/.well-known/genid/158ee97f5989d97aadbf6e911b3bae30
http://www.wikidata.org/entity/Q235788,"Ada of Caria",,"satrap of Caria",human,https://en.wikipedia.org/wiki/Ada_of_Caria,Hecatomnus,http://www.wikidata.org/entity/Q1370645,,
http://www.wikidata.org/entity/Q346767,Adaeus,,"ancient Greek poet",human,https://en.wikipedia.org/wiki/Adaeus,,,,
http://www.wikidata.org/entity/Q346769,"Adaeus Alectryon",,"Macedonian officer under Philip II",human,,,,,
http://www.wikidata.org/entity/Q346780,"Adaeus of Mitylene",,"ancient Greek poet",human,,,,,
http://www.wikidata.org/entity/Q70899,Adam,,"first man according to the Abrahamic creation and religions such as Judaism, Christianity, and Islam","human biblical figure",https://en.wikipedia.org/wiki/Adam,,,,
http://www.wikidata.org/entity/Q70899,Adam,,"first man according to the Abrahamic creation and religions such as Judaism, Christianity, and Islam","mythical character",https://en.wikipedia.org/wiki/Adam,,,,
http://www.wikidata.org/entity/Q70899,Adam,,"first man according to the Abrahamic creation and religions such as Judaism, Christianity, and Islam",protoplast,https://en.wikipedia.org/wiki/Adam,,,,
http://www.wikidata.org/entity/Q351469,Adamantius,,"ancient Roman Jewish physician",human,https://en.wikipedia.org/wiki/Adamantius_(physician),,,,
http://www.wikidata.org/entity/Q3605031,Adamantius,,"politician and diplomat",human,https://en.wikipedia.org/wiki/Adamantius_(praefectus_urbi),,,,
http://www.wikidata.org/entity/Q4680115,Adamantius,,"Christian writer",human,,,,,
http://www.wikidata.org/entity/Q4680115,Adamantius,,"Christian writer",pseudo-author,,,,,
http://www.wikidata.org/entity/Q3605023,Adamas,,"Greek mythical character, son of Asius","mythological Greek character",https://en.wikipedia.org/wiki/Adamas_(mythology),Asius,http://www.wikidata.org/entity/Q17277174,,
http://www.wikidata.org/entity/Q12076717,Adamastus,,"ancient greek mythology personnage","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q352278,Adanus,,"son of Uranus in Greek mythology","mythological Greek character",,Uranus,http://www.wikidata.org/entity/Q79999,Gaia,http://www.wikidata.org/entity/Q93172
http://www.wikidata.org/entity/Q12873040,Adeimantus,,"mythical king in the Argolid","mythological Greek character",,,,,
http://www.wikidata.org/entity/Q12898586,Adeimantus,,"flatterer of Demetrios Poliorketes",human,,,,,
http://www.wikidata.org/entity/Q353570,Adeimantus,Ἀδείμαντον,"5th-century BC Greek general",human,https://en.wikipedia.org/wiki/Adeimantus_(son_of_Leucolophides),,,,
http://www.wikidata.org/entity/Q353580,"Adeimantus of Collytus",,"brother of Plato",human,https://en.wikipedia.org/wiki/Adeimantus_of_Collytus,"Ariston of Athens",http://www.wikidata.org/entity/Q667017,Perictione,http://www.wikidata.org/entity/Q444595
http://www.wikidata.org/entity/Q353577,"Adeimantus of Corinth",,"5th century BCE Corinthian naval commander",human,https://en.wikipedia.org/wiki/Adeimantus_of_Corinth,,,,
http://www.wikidata.org/entity/Q12956051,Adej,,"greek retor",human,,,,,
http://www.wikidata.org/entity/Q3605188,Adelphia,,"nobildonna romana",human,,,,,
http://www.wikidata.org/entity/Q332942,Adeodatus,,monk,human,,"Augustine of Hippo",http://www.wikidata.org/entity/Q8018,,
http://www.wikidata.org/entity/Q12873052,Adiante,,"daughter of Danaus","mythological Greek character",,Danaus,http://www.wikidata.org/entity/Q210883,,
http://www.wikidata.org/entity/Q356947,Adiatorix,,"1st-century BC Galatian priest and ruler of Comana in Cappadocia",human,https://en.wikipedia.org/wiki/Adiatorix,http://www.wikidata.org/.well-known/genid/baac35c23751f13ff47f734354854d94,http://www.wikidata.org/.well-known/genid/baac35c23751f13ff47f734354854d94,http://www.wikidata.org/.well-known/genid/6d70973e09cc1a57145968374a6f38d2,http://www.wikidata.org/.well-known/genid/6d70973e09cc1a57145968374a6f38d2
http://www.wikidata.org/entity/Q3605348,Adimantus,,"follower of Mani",human,,,,,
http://www.wikidata.org/entity/Q15406622,Adite,,"daughter of Danaus","mythological Greek character",,Danaus,http://www.wikidata.org/entity/Q210883,Pieria,http://www.wikidata.org/entity/Q12883477
http://www.wikidata.org/entity/Q17748154,Admete,,"daughter of Amphidamas in Greek mythology","mythological Greek character",,Amphidamas,http://www.wikidata.org/entity/Q16515495,,
http://www.wikidata.org/entity/Q4679171,Admete,,"Oceanid of Greek mythology",Okeanid,https://en.wikipedia.org/wiki/Admete_(Oceanid),Oceanus,http://www.wikidata.org/entity/Q161419,Tethys,http://www.wikidata.org/entity/Q184216
http://www.wikidata.org/entity/Q927322,Admete,,"daughter of Eurystheus in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Admete,Eurystheus,http://www.wikidata.org/entity/Q212087,Admete,http://www.wikidata.org/entity/Q17748154
http://www.wikidata.org/entity/Q927322,Admete,,"daughter of Eurystheus in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Admete,Eurystheus,http://www.wikidata.org/entity/Q212087,Antimache,http://www.wikidata.org/entity/Q3618707
http://www.wikidata.org/entity/Q21547898,Adméto,,"daughter of Pontus in Greek mythology","mythological Greek character",,Pontus,http://www.wikidata.org/entity/Q190563,Thalassa,http://www.wikidata.org/entity/Q659437
http://www.wikidata.org/entity/Q192109,Admetus,Ἄδμητός,"king of Pherae in Thessaly, in Greek mythology","mythological Greek character",https://en.wikipedia.org/wiki/Admetus_of_Pherae,Pheres,http://www.wikidata.org/entity/Q731181,,
