person,personLabel,genderLabel,personDescription,entityLabel,citizen,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q11924399,Gnaeus Domitius,male,praetor 54 BC,human,http://www.wikidata.org/entity/Q1747689,,Lucius Domitius Ahenobarbus,,,,http://www.wikidata.org/entity/Q120122,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q868066,Gnaeus Domitius Afer,male,1st century AD Roman orator and advocate,human,http://www.wikidata.org/entity/Q1747689,0059-01-01T00:00:00Z,,,Nemausus,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Afer,,,http://www.wikidata.org/entity/Q2914723,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12096298,Gnaeus Domitius Ahenobarbus,male,member of the College of Pontiffs,human,http://www.wikidata.org/entity/Q1747689,-0164-01-01T00:00:00Z,Gnaeus Domitius Ahenobarbus,,,,http://www.wikidata.org/entity/Q725696,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q579263,Gnaeus Domitius Ahenobarbus,male,Marian supporter,human,http://www.wikidata.org/entity/Q1747689,-0080-01-01T00:00:00Z,Gnaeus Domitius Ahenobarbus,,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(died_81_BC),http://www.wikidata.org/entity/Q445752,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q445777,Gnaeus Domitius Ahenobarbus,male,consul of Rome in 122 BC,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/d524f8f13fcfa36cdf6a747a8f4678f3,Gnaeus Domitius Ahenobarbus,http://www.wikidata.org/.well-known/genid/3ad9e85893fc41bbbfe80dacab684ec7,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_122_BC),http://www.wikidata.org/entity/Q725696,http://www.wikidata.org/.well-known/genid/3ad9e85893fc41bbbfe80dacab684ec7,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q445752,Gnaeus Domitius Ahenobarbus,male,Roman consul 96 BC,human,http://www.wikidata.org/entity/Q1747689,-0088-01-01T00:00:00Z,Gnaeus Domitius Ahenobarbus,http://www.wikidata.org/.well-known/genid/5bdb47f3a5a654035f892567b74ee1d0,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_96_BC),http://www.wikidata.org/entity/Q445777,http://www.wikidata.org/.well-known/genid/5bdb47f3a5a654035f892567b74ee1d0,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q725696,Gnaeus Domitius Ahenobarbus,male,Roman consul 162 BC,human,http://www.wikidata.org/entity/Q1747689,-0161-01-01T00:00:00Z,Gnaeus Domitius Ahenobarbus,http://www.wikidata.org/.well-known/genid/c83e447a06546c8f9d5b835f191c06fd,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_162_BC),http://www.wikidata.org/entity/Q708263,http://www.wikidata.org/.well-known/genid/c83e447a06546c8f9d5b835f191c06fd,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q708263,Gnaeus Domitius Ahenobarbus,male,Roman consul 192 BC,human,http://www.wikidata.org/entity/Q1747689,-0200-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/d689d136334e2ef5adc567ee2b9d1be2,http://www.wikidata.org/.well-known/genid/d71c4b29ce269b572050d401c5f6b889,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_192_BC),http://www.wikidata.org/.well-known/genid/d689d136334e2ef5adc567ee2b9d1be2,http://www.wikidata.org/.well-known/genid/d71c4b29ce269b572050d401c5f6b889,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q351503,Gnaeus Domitius Ahenobarbus,male,father of emperor Nero,human,http://www.wikidata.org/entity/Q1747689,0040-12-01T00:00:00Z,Lucius Domitius Ahenobarbus,Antonia Major,Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(father_of_Nero),http://www.wikidata.org/entity/Q351495,http://www.wikidata.org/entity/Q233704,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q360920,Gnaeus Domitius Ahenobarbus,male,Roman consul 32 BC,human,http://www.wikidata.org/entity/Q1747689,-0030-01-01T00:00:00Z,Lucius Domitius Ahenobarbus,Porcia,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_32_BC),http://www.wikidata.org/entity/Q465212,http://www.wikidata.org/entity/Q2982944,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q360920,Gnaeus Domitius Ahenobarbus,male,Roman consul 32 BC,human,http://www.wikidata.org/entity/Q1747689,-0029-01-01T00:00:00Z,Lucius Domitius Ahenobarbus,Porcia,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Ahenobarbus_(consul_32_BC),http://www.wikidata.org/entity/Q465212,http://www.wikidata.org/entity/Q2982944,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q63447,Gnaeus Domitius Calvinus,male,Roman consul 332 BC,human,http://www.wikidata.org/entity/Q1747689,-0332-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/6818655c2373ea31e532fda32d224ba2,http://www.wikidata.org/.well-known/genid/01df3ae43670d3647bae54d1be5ebd53,Ancient Rome,,http://www.wikidata.org/.well-known/genid/6818655c2373ea31e532fda32d224ba2,http://www.wikidata.org/.well-known/genid/01df3ae43670d3647bae54d1be5ebd53,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q383846,Gnaeus Domitius Calvinus,male,Roman consul in 53 and 40 BC,human,http://www.wikidata.org/entity/Q1747689,-0019-01-01T00:00:00Z,Marcus Domitius Calvinus,http://www.wikidata.org/.well-known/genid/c7caeff9006f843b287d3a9f28db9270,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Calvinus,http://www.wikidata.org/entity/Q6758133,http://www.wikidata.org/.well-known/genid/c7caeff9006f843b287d3a9f28db9270,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q383846,Gnaeus Domitius Calvinus,male,Roman consul in 53 and 40 BC,human,http://www.wikidata.org/entity/Q1747689,-0060-01-01T00:00:00Z,Marcus Domitius Calvinus,http://www.wikidata.org/.well-known/genid/c7caeff9006f843b287d3a9f28db9270,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Calvinus,http://www.wikidata.org/entity/Q6758133,http://www.wikidata.org/.well-known/genid/c7caeff9006f843b287d3a9f28db9270,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q716420,Gnaeus Domitius Calvinus Maximus,male,Roman consul 283 BC,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/8d9a64076e9c17d060fa8697d606f217,Gnaeus Domitius Calvinus,http://www.wikidata.org/.well-known/genid/351f1ff1dbfe330356de9e464aa1eda2,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Calvinus_Maximus,http://www.wikidata.org/entity/Q63447,http://www.wikidata.org/.well-known/genid/351f1ff1dbfe330356de9e464aa1eda2,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q82239036,Gnaeus Domitius Corbulo,male,Roman equestrian, commander of the Ala Antiana Gallorum Thracum around 151/154,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277041,Gnaeus Domitius Corbulo,male,grandfather of empress Domitia Longina,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q313066,Gnaeus Domitius Corbulo,male,Roman general, father of empress Domitia Longina,human,http://www.wikidata.org/entity/Q1747689,0067-01-01T00:00:00Z,Gnaeus Domitius Corbulo,Vistilia,Peltuinum,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Corbulo,http://www.wikidata.org/entity/Q12277041,http://www.wikidata.org/entity/Q3658103,http://www.wikidata.org/entity/Q649559,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q35691900,Gnaeus Domitius Lucanus,male,great-grandfather of emperor Marcus Aurelius,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,Gnaeus Domitius Afer,Titia Marcella,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Lucanus,http://www.wikidata.org/entity/Q868066,http://www.wikidata.org/entity/Q107638264,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q35691900,Gnaeus Domitius Lucanus,male,great-grandfather of emperor Marcus Aurelius,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,Sextus Curvius Tullus,Titia Marcella,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Lucanus,http://www.wikidata.org/entity/Q107638081,http://www.wikidata.org/entity/Q107638264,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q684275,Gnaeus Domitius Tullus,male,1st century Roman senator and military commander,human,http://www.wikidata.org/entity/Q1747689,,Gnaeus Domitius Afer,Titia Marcella,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Tullus,http://www.wikidata.org/entity/Q868066,http://www.wikidata.org/entity/Q107638264,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q684275,Gnaeus Domitius Tullus,male,1st century Roman senator and military commander,human,http://www.wikidata.org/entity/Q1747689,,Sextus Curvius Tullus,Titia Marcella,,https://en.wikipedia.org/wiki/Gnaeus_Domitius_Tullus,http://www.wikidata.org/entity/Q107638081,http://www.wikidata.org/entity/Q107638264,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q982497,Gnaeus Egnatius,male,Roman Governor,human,http://www.wikidata.org/entity/Q1747689,,http://www.wikidata.org/.well-known/genid/a93bc17d734ed3aff127b7e875bcef89,http://www.wikidata.org/.well-known/genid/b9f6290cb65e9dd9f5ef5f7ffd92db3e,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Egnatius,http://www.wikidata.org/.well-known/genid/a93bc17d734ed3aff127b7e875bcef89,http://www.wikidata.org/.well-known/genid/b9f6290cb65e9dd9f5ef5f7ffd92db3e,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3109423,Gnaeus Fabius Ambustus,male,tribun militaire à pouvoir consulaire,human,http://www.wikidata.org/entity/Q1747689,,http://www.wikidata.org/.well-known/genid/a256c2c49c4e5c16a51084bf81599f7c,http://www.wikidata.org/.well-known/genid/fd21b085c789207206cd7da025b8e8f2,Ancient Rome,,http://www.wikidata.org/.well-known/genid/a256c2c49c4e5c16a51084bf81599f7c,http://www.wikidata.org/.well-known/genid/fd21b085c789207206cd7da025b8e8f2,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11923555,Gnaeus Fannius,male,homme politique romain,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q514171,Gnaeus Flavius,male,Roman aedile in 304 BC,human,http://www.wikidata.org/entity/Q1747689,-0300-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/57c34d112af74b339d22559db083f443,http://www.wikidata.org/.well-known/genid/a332575222cf995b23bf8ea937a2d39c,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Flavius,http://www.wikidata.org/.well-known/genid/57c34d112af74b339d22559db083f443,http://www.wikidata.org/.well-known/genid/a332575222cf995b23bf8ea937a2d39c,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924400,Gnaeus Fulvius,male,pretor en el año 167 a. C.,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/75426a2a3dabf758053575b2cd567a04,http://www.wikidata.org/.well-known/genid/93eb0e577dc576d88abd7bceaaec81ea,http://www.wikidata.org/.well-known/genid/e30501b04b1dd45003289249607c3530,Ancient Rome,,http://www.wikidata.org/.well-known/genid/93eb0e577dc576d88abd7bceaaec81ea,http://www.wikidata.org/.well-known/genid/e30501b04b1dd45003289249607c3530,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q974502,Gnaeus Fulvius Centumalus,male,politician,human,http://www.wikidata.org/entity/Q1747689,-0260-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/6ceea672b49bc79c432670e762fc139c,http://www.wikidata.org/.well-known/genid/ce3f79b599b0068482e32e3575336b34,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Fulvius_Centumalus,http://www.wikidata.org/.well-known/genid/6ceea672b49bc79c432670e762fc139c,http://www.wikidata.org/.well-known/genid/ce3f79b599b0068482e32e3575336b34,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q974512,Gnaeus Fulvius Centumalus Maximus,male,Roman consul,human,http://www.wikidata.org/entity/Q1747689,-0209-01-01T00:00:00Z,Gnaeus Fulvius Centumalus,http://www.wikidata.org/.well-known/genid/a9624985336ceb10b05e01e73770ff86,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Fulvius_Centumalus_Maximus,http://www.wikidata.org/entity/Q974502,http://www.wikidata.org/.well-known/genid/a9624985336ceb10b05e01e73770ff86,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1533130,Gnaeus Fulvius Flaccus,male,politician,human,http://www.wikidata.org/entity/Q1747689,-0260-01-01T00:00:00Z,Marcus Fulvius Flaccus,http://www.wikidata.org/.well-known/genid/35f694c15014119c4bee3ca595003bfa,Ancient Rome,,http://www.wikidata.org/entity/Q1284890,http://www.wikidata.org/.well-known/genid/35f694c15014119c4bee3ca595003bfa,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q151478,Gnaeus Fulvius Maximus Centumalus,male,statesman and politician (0300-0300),human,http://www.wikidata.org/entity/Q1747689,-0300-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/421cf4b858d4ec4e7b0d309839b22828,http://www.wikidata.org/.well-known/genid/8f59409b7b25e4cd89dc793db6d201c7,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Fulvius_Maximus_Centumalus,http://www.wikidata.org/.well-known/genid/421cf4b858d4ec4e7b0d309839b22828,http://www.wikidata.org/.well-known/genid/8f59409b7b25e4cd89dc793db6d201c7,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q674741,Gnaeus Gellius,male,2nd century BC Roman historian,human,http://www.wikidata.org/entity/Q1747689,-0160-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/f58f6e952985f89a4b3002b5e1ee0de3,http://www.wikidata.org/.well-known/genid/62c2efc3adcb4776ab9e69cfb23bebb1,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Gellius,http://www.wikidata.org/.well-known/genid/f58f6e952985f89a4b3002b5e1ee0de3,http://www.wikidata.org/.well-known/genid/62c2efc3adcb4776ab9e69cfb23bebb1,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11028072,Gnaeus Genucius,male,tribuno de la plebe en el año 473 a. C.,human,http://www.wikidata.org/entity/Q1747689,-0472-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/89c53595da14f992537cd10ef29ad7bf,http://www.wikidata.org/.well-known/genid/f7dc52da7d3a005f95b22395393f97b4,Ancient Rome,,http://www.wikidata.org/.well-known/genid/89c53595da14f992537cd10ef29ad7bf,http://www.wikidata.org/.well-known/genid/f7dc52da7d3a005f95b22395393f97b4,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3772595,Gnaeus Genucius Augurinus,male,Roman politician,human,http://www.wikidata.org/entity/Q1747689,-0450-01-01T00:00:00Z,Marcus Genucius Augurinus,http://www.wikidata.org/.well-known/genid/af71105016b5add91b8766b1f081ebc9,Ancient Rome,,http://www.wikidata.org/entity/Q1215372,http://www.wikidata.org/.well-known/genid/af71105016b5add91b8766b1f081ebc9,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q761513,Gnaeus Genucius Aventinensis,male,politician,human,http://www.wikidata.org/entity/Q1747689,-0400-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/8e60d42e1713b60869a95e74bd426053,http://www.wikidata.org/.well-known/genid/7f3a4a0abc94702b9b4b95267abd3c87,Ancient Rome,,http://www.wikidata.org/.well-known/genid/8e60d42e1713b60869a95e74bd426053,http://www.wikidata.org/.well-known/genid/7f3a4a0abc94702b9b4b95267abd3c87,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1329741,Gnaeus Granius,male,step-son of Gaius Marius,human,http://www.wikidata.org/entity/Q1747689,-0100-01-01T00:00:00Z,,Julia,,,,http://www.wikidata.org/entity/Q255870,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1223428,Gnaeus Hosidius Geta,male,1st century AD Roman senator and general,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/737870cf32d93ec5c4c0707572ffe529,,,Roman Empire,https://en.wikipedia.org/wiki/Gnaeus_Hosidius_Geta,,,http://www.wikidata.org/entity/Q2277,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q89676815,Gnaeus Julius,male,quaestor 47 BC,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/125ecf5b95157e3eb614de18cc2182b6,Lucius Julius Caesar,http://www.wikidata.org/.well-known/genid/4bbb0c83dd2da0579e060e9cd0166b0e,http://www.wikidata.org/.well-known/genid/7156406f08d1ae00a9328244867dd0b8,,http://www.wikidata.org/entity/Q515204,http://www.wikidata.org/.well-known/genid/4bbb0c83dd2da0579e060e9cd0166b0e,http://www.wikidata.org/.well-known/genid/7156406f08d1ae00a9328244867dd0b8,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q272082,Gnaeus Julius Agricola,male,Roman governor and general, AD 40-93 (40-93),human,http://www.wikidata.org/entity/Q1747689,0093-08-23T00:00:00Z,Lucius Julius Graecinus,Julia Procilla,Forum Iulii,https://en.wikipedia.org/wiki/Gnaeus_Julius_Agricola,http://www.wikidata.org/entity/Q1241495,http://www.wikidata.org/entity/Q6485340,http://www.wikidata.org/entity/Q3078607,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1376479,Gnaeus Julius Verus,male,Roman senator, general and governor (died 179),human,http://www.wikidata.org/entity/Q1747689,0179-01-01T00:00:00Z,,Julia Fadilla,Dalmatia,https://en.wikipedia.org/wiki/Gnaeus_Julius_Verus,,http://www.wikidata.org/entity/Q12299532,http://www.wikidata.org/entity/Q528042,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20002668,Gnaeus Laetorius,male,político de la Antigua Roma,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/df29149529010744538145df77269fd7,http://www.wikidata.org/.well-known/genid/cefad3025df70be16075f97e7d337c0f,http://www.wikidata.org/.well-known/genid/0739f4367299c21cc78f9a29f759972d,Ancient Rome,,http://www.wikidata.org/.well-known/genid/cefad3025df70be16075f97e7d337c0f,http://www.wikidata.org/.well-known/genid/0739f4367299c21cc78f9a29f759972d,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q108944058,Gnaeus Lartius,male,maternal grandfather of Plautia Urgulanilla,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277047,Gnaeus Lucius Terentius Homullus Junior,male,Roman suffect consul in 146 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q441490,Gnaeus Lucretius,male,Roman moneyer,human,http://www.wikidata.org/entity/Q1747689,,http://www.wikidata.org/.well-known/genid/6aeacec224a6a752991c532f38460c82,http://www.wikidata.org/.well-known/genid/ce5a7a774b10b0772885f9e96a9b4fc1,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Lucretius,http://www.wikidata.org/.well-known/genid/6aeacec224a6a752991c532f38460c82,http://www.wikidata.org/.well-known/genid/ce5a7a774b10b0772885f9e96a9b4fc1,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924407,Gnaeus Lutatius Cerco,male,Roman ambassador,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/c22a0e5bfc2ee93723dde068912d83fe,http://www.wikidata.org/.well-known/genid/c2f54f08f4554f186f6d922d10262e1a,http://www.wikidata.org/.well-known/genid/505747a9f7b5279e78ca5bf36ba96a7f,Ancient Rome,,http://www.wikidata.org/.well-known/genid/c2f54f08f4554f186f6d922d10262e1a,http://www.wikidata.org/.well-known/genid/505747a9f7b5279e78ca5bf36ba96a7f,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924404,Gnaeus Magius,male,ciudadano de Atela,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/1e0d08819fe2edcd1739dafc78cc37c6,http://www.wikidata.org/.well-known/genid/0e24240cdb92761cc2531122bb462b18,http://www.wikidata.org/.well-known/genid/528a6da2aee7016c6d2489381bcf2157,Ancient Rome,,http://www.wikidata.org/.well-known/genid/0e24240cdb92761cc2531122bb462b18,http://www.wikidata.org/.well-known/genid/528a6da2aee7016c6d2489381bcf2157,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q529617,Gnaeus Mallius Maximus,male,Roman consul,human,http://www.wikidata.org/entity/Q1747689,-0160-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/85e77005fe79313b1589da937231b003,http://www.wikidata.org/.well-known/genid/127c5d666aa14899a91b35d70e8eb30f,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Mallius_Maximus,http://www.wikidata.org/.well-known/genid/85e77005fe79313b1589da937231b003,http://www.wikidata.org/.well-known/genid/127c5d666aa14899a91b35d70e8eb30f,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q16839373,Gnaeus Manlius,male,Roman Praetor who was involved in the Third Servile War with Gnaeus Tremellius Scrofa,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Gnaeus_Manlius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11924405,Gnaeus Manlius,male,supuesto tribuno de la plebe en el año 58 a. C.,prosopographical phantom,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1223541,Gnaeus Manlius Capitolinus Imperiosus,male,politician (0400-0400),human,http://www.wikidata.org/entity/Q1747689,-0400-01-01T00:00:00Z,Lucius Manlius Capitolinus Imperiosus,http://www.wikidata.org/.well-known/genid/c2c71ca2ce2cf527c2d2fb02bd82ebc8,Ancient Rome,,http://www.wikidata.org/entity/Q1215407,http://www.wikidata.org/.well-known/genid/c2c71ca2ce2cf527c2d2fb02bd82ebc8,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q637903,Gnaeus Manlius Cincinnatus,male,Roman general, consul in 480 BC,human,http://www.wikidata.org/entity/Q1747689,-0479-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/01c98fc8f7c5c73494f7b2c961a7db00,http://www.wikidata.org/.well-known/genid/ae39426f86356e3c1ce6c4ff3d1a0171,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Manlius_Cincinnatus,http://www.wikidata.org/.well-known/genid/01c98fc8f7c5c73494f7b2c961a7db00,http://www.wikidata.org/.well-known/genid/ae39426f86356e3c1ce6c4ff3d1a0171,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q722307,Gnaeus Manlius Vulso,male,Roman general,human,http://www.wikidata.org/entity/Q1747689,-0200-01-01T00:00:00Z,Lucius Manlius Vulso,http://www.wikidata.org/.well-known/genid/bb9af1331d744a10ed7ec09b5e71aafb,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Manlius_Vulso_(consul_189_BC),http://www.wikidata.org/entity/Q1738423,http://www.wikidata.org/.well-known/genid/bb9af1331d744a10ed7ec09b5e71aafb,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q24022700,Gnaeus Marcius,male,double Olympian in equestrian competition,human,http://www.wikidata.org/entity/Q1747689,,,,Roma,,,,http://www.wikidata.org/entity/Q18287233,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11028483,Gnaeus Marcius,male,tribune of the plebs 389,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/1f3731d39e000bc7ac185bf25c7c86c4,http://www.wikidata.org/.well-known/genid/b17906b58764ccfcce3657592c799774,http://www.wikidata.org/.well-known/genid/c7dd550aadc8bfacd4b723e0fa03fa5c,Ancient Rome,,http://www.wikidata.org/.well-known/genid/b17906b58764ccfcce3657592c799774,http://www.wikidata.org/.well-known/genid/c7dd550aadc8bfacd4b723e0fa03fa5c,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12277052,Gnaeus Marcius Censorinus,male,tribune of the plebs 123 BC,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q570532,Gnaeus Marcius Coriolanus,male,5th-century BC Roman general,legendary figure,http://www.wikidata.org/entity/Q1747689,-0500-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/72c9172fde0122add7fde5733f29f501,Veturia,Ancient Rome,https://en.wikipedia.org/wiki/Gnaeus_Marcius_Coriolanus,http://www.wikidata.org/.well-known/genid/72c9172fde0122add7fde5733f29f501,http://www.wikidata.org/entity/Q1538734,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
