person,personLabel,genderLabel,personDescription,entityLabel,citizen,death,fatherLabel,motherLabel,birthplaceLabel,article,father,mother,birthplace,gender,periodLabel
http://www.wikidata.org/entity/Q46750,Valerian,male,Roman emperor,human,http://www.wikidata.org/entity/Q1747689,0260-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Valerian_(emperor),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q552224,Valerian II,male,Roman emperor,human,http://www.wikidata.org/entity/Q1747689,0257-01-01T00:00:00Z,Gallienus,Cornelia Salonina,,https://en.wikipedia.org/wiki/Valerian_II,http://www.wikidata.org/entity/Q104475,http://www.wikidata.org/entity/Q239015,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3554325,Valerian of Cimiez,male,bishop,human,http://www.wikidata.org/entity/Q1747689,0460-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4007835,Valeriano di Forlì,male,Roman Catholic saint and martyr and Roman soldier,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Valerian_of_Forl%C3%AC,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4007834,Valerianus,male,archbishop of Aquileia,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q15852393,Valerius,male,2nd-century Greek coroplast,human,,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q66138447,Valerius,male,1st century BC Roman comedy writer,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q2842818,Valerius,male,Roman architect from Ostia either during the 2nd or 1st century BC,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/bde2392c00d06884067a4ba772db56e0,http://www.wikidata.org/.well-known/genid/470b7caead639d609b169c76b6450967,http://www.wikidata.org/.well-known/genid/04d902b8fb5bb60c28716f64fcc9edf7,Ancient Rome,,http://www.wikidata.org/.well-known/genid/470b7caead639d609b169c76b6450967,http://www.wikidata.org/.well-known/genid/04d902b8fb5bb60c28716f64fcc9edf7,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q7911423,Valerius Adelphius Bassus,male,consul romain,human,http://www.wikidata.org/entity/Q1747689,0383-01-01T00:00:00Z,Lucius Valerius Septimius Bassus,Adelphia,,,http://www.wikidata.org/entity/Q3655706,http://www.wikidata.org/entity/Q12271209,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q249076,Valerius Aedituus,male,1st-century BC Roman poet,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Valerius_Aedituus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q947576,Valerius Antias,male,1st-century BC Roman historian,human,http://www.wikidata.org/entity/Q1747689,-0100-01-01T00:00:00Z,,,Antium,https://en.wikipedia.org/wiki/Valerius_Antias,,,http://www.wikidata.org/entity/Q16010710,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20006693,Valerius Catulinus,male,general sent by Roman emperor Didius Julianus to fight against Septimius Severus in 193 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q7911426,Valerius Crescens Fulvianus,male,governor of Britannia Inferior during the reign of Alexander Severus,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Valerius_Crescens_Fulvianus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20722776,Valerius Eclectus,male,3rd-century Olympic athlete,human,http://www.wikidata.org/entity/Q1747689,,,,Sinop,,,,http://www.wikidata.org/entity/Q599416,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q7911427,Valerius Fabianus,male,Roman man tried and convicted before the Senate in 62 for trying to froge a will of a relative,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Valerius_Fabianus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3655920,Valerius Faltonius Adelfius,male,Roman consul 451 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20006695,Valerius Flaccus,male,político de la Antigua Roma,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q76964631,Valerius Fronto,male,prefect of the Ala Vettonum around 197/198,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q153063,Valerius Gratus,male,praefectus civitatis of Judaea from 15 to 26 AD,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Valerius_Gratus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1393825,Valerius II of Saragossa,male,6th bishop of Zaragoza and patron of the city and diocese of Zaragoza. Attend the Council of Elvira (290-315),human,http://www.wikidata.org/entity/Q1747689,0315-01-01T00:00:00Z,,,Caesaraugusta,https://en.wikipedia.org/wiki/Valerius_of_Saragossa,,,http://www.wikidata.org/entity/Q2932882,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q86439489,Valerius Lupercus,male,2nd or 3rd-century prefect of the Cohors II Lingonum,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q379991,Valerius Maximus,male,early 1st century AD Roman professional rhetorician, historian and author,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,,,Ancient Rome,https://en.wikipedia.org/wiki/Valerius_Maximus,,,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1226341,Valerius Maximus,male,Roman consul 327 AD,human,http://www.wikidata.org/entity/Q1747689,,Valerius Maximus Basilius,,,https://en.wikipedia.org/wiki/Valerius_Maximus_(praetorian_prefect),http://www.wikidata.org/entity/Q6915295,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q6915295,Valerius Maximus Basilius,male,Roman urban prefect 319 AD,human,http://www.wikidata.org/entity/Q1747689,,Messalla,,,https://en.wikipedia.org/wiki/Valerius_Maximus_Basilius_(urban_prefect_319),http://www.wikidata.org/entity/Q2175504,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3305547,Valerius Maximus Basilius,male,4th century Roman proconsul,human,http://www.wikidata.org/entity/Q1747689,0364-01-01T00:00:00Z,Valerius Maximus,,Rome,https://en.wikipedia.org/wiki/Valerius_Maximus_Basilius,http://www.wikidata.org/entity/Q1226341,,http://www.wikidata.org/entity/Q220,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4007896,Valerius Messalla Avienus,male,Late Roman civil servant,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q28922067,Valerius of Mytilene,male,Olympic victor in stadion race, 45 CE,human,,,,,Mytilene,,,,http://www.wikidata.org/entity/Q42295059,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q553653,Valerius of Trèves,male,German saint and bishop,human,http://www.wikidata.org/entity/Q1747689,0320-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Valerius_of_Tr%C3%A8ves,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q106914234,Valerius Paetus,male,commander of the Roman fleet stationed in Ravenna in 142 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q40749451,Valerius Pinianus,male,husband of Melania the Younger,human,http://www.wikidata.org/entity/Q1747689,0420-01-01T00:00:00Z,Valerius Severus,,,https://en.wikipedia.org/wiki/Valerius_Pinianus,http://www.wikidata.org/entity/Q4007916,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4102836,Valerius Proculus,male,Roman consul 325 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q443147,Valerius Romulus,male,son of Roman Emperor Maxentius (died 309),human,http://www.wikidata.org/entity/Q1747689,0309-01-01T00:00:00Z,Maxentius,Valeria Maximilla,,https://en.wikipedia.org/wiki/Valerius_Romulus,http://www.wikidata.org/entity/Q182070,http://www.wikidata.org/entity/Q45535,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q12274547,Valerius Senecio,male,consul suffect romain en 186,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4007916,Valerius Severus,male,Roman proconsul of Africa in 381,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q88175127,Valerius Timotheus,male,3rd-century tribune of Cohors III Batavorum,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q311274,Valerius Valens,male,Roman emperor from 316 to 317,human,http://www.wikidata.org/entity/Q1747689,0317-03-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Valerius_Valens,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q87067875,Valerius Victor,male,commander of Cohors I Montanorum equitata in 192,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q105771118,Vallius Syriacus,male,ancient Greek rhetorician,human,,0030-01-01T00:00:00Z,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q42211,Vandals,,East Germanic tribe,civilization,,,,,,https://en.wikipedia.org/wiki/Vandals,,,,,,
http://www.wikidata.org/entity/Q42211,Vandals,,East Germanic tribe,historical ethnic group,,,,,,https://en.wikipedia.org/wiki/Vandals,,,,,,
http://www.wikidata.org/entity/Q1606500,Vannius,male,1st century AD king of the Germanic tribe Quadi,human,,0050-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Vannius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1439380,Varanes,male,politician,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Varanes_(consul_410),,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q105605805,Varius Quintius Gaianus,male,Angehöriger der römischen Armee,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q355732,Varro Atacinus,male,Roman writer and poet,human,http://www.wikidata.org/entity/Q1747689,-0035-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/7f9943ee224eb3abd25b07d4d13c1c68,http://www.wikidata.org/.well-known/genid/cc8c1254fc2b5fa48ca85ac982574938,Narbonne,https://en.wikipedia.org/wiki/Varro_Atacinus,http://www.wikidata.org/.well-known/genid/7f9943ee224eb3abd25b07d4d13c1c68,http://www.wikidata.org/.well-known/genid/cc8c1254fc2b5fa48ca85ac982574938,http://www.wikidata.org/entity/Q6555,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q882938,Varronianus,male,politician,human,http://www.wikidata.org/entity/Q1747689,0301-01-01T00:00:00Z,Jovian,Charito,,https://en.wikipedia.org/wiki/Varronianus_(son_of_Jovian),http://www.wikidata.org/entity/Q34074,http://www.wikidata.org/entity/Q1898418,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1246837,Vascones,,pre-Roman and medieval people ancestor to the present-day Basques,historical ethnic group,,,,,,https://en.wikipedia.org/wiki/Vascones,,,,,,
http://www.wikidata.org/entity/Q11954388,Vatinius,male,courtier of Nero,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q3563971,Vedius Aquila,male,commander of Legio XIII Gemina under Otho in 69 AD,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Vedius_Aquila,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q950157,Vedius Pollio,male,Roman equestrian during the reign of Augustus,human,http://www.wikidata.org/entity/Q1747689,-0014-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Vedius_Pollio,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4298,Vegetius,male,writer of the Later Roman Empire,human,http://www.wikidata.org/entity/Q1747689,0450-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Vegetius,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11954421,Vehilius,male,préteur romain en 44 av. J.-C.,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11954424,Veiento,male,ancient Roman politician,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11954435,Velius Longus,male,Roman grammarian,human,http://www.wikidata.org/entity/Q1747689,,,,,https://en.wikipedia.org/wiki/Velius_Longus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q18634156,Velleius Macrinus,male,legatus Augusti pro praetore of Bithynia in 269,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4009463,Venantius,male,politician of Italia and consul for the year 507,human,http://www.wikidata.org/entity/Q1747689,,Liberius,,,https://en.wikipedia.org/wiki/Venantius_(consul_507),http://www.wikidata.org/entity/Q1384848,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q9371947,Venantius of Delminium,male,Saint and bishop,human,http://www.wikidata.org/entity/Q1747689,0257-01-01T00:00:00Z,,,Roman Empire,https://en.wikipedia.org/wiki/Venantius_of_Salona,,,http://www.wikidata.org/entity/Q2277,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q4009470,Venantius Opilio,male,Imperial Roman consul,human,http://www.wikidata.org/entity/Q1747689,0501-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Venantius_Opilio,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11954449,Vennonius,male,Roman historian and annalist,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q705429,Ventidius Cumanus,male,1st century AD Roman procurator of Iudaea,human,http://www.wikidata.org/entity/Q1747689,0100-01-01T00:00:00Z,,,,https://en.wikipedia.org/wiki/Ventidius_Cumanus,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q20102187,Venuleius,male,político de la Antigua Roma,human,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/.well-known/genid/d0201ba9dd5c60fdf4803fd913775001,http://www.wikidata.org/.well-known/genid/e784b7c8e154dbabf747c881a37936a1,http://www.wikidata.org/.well-known/genid/d421333d31dc3766d8f764060649204e,Ancient Rome,,http://www.wikidata.org/.well-known/genid/e784b7c8e154dbabf747c881a37936a1,http://www.wikidata.org/.well-known/genid/d421333d31dc3766d8f764060649204e,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q47652,Venus,female,Roman goddess of love, sexuality, procreation and pleasure,fertility deity,,,,,,https://en.wikipedia.org/wiki/Venus_(mythology),,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q47652,Venus,female,Roman goddess of love, sexuality, procreation and pleasure,Roman deity,,,,,,https://en.wikipedia.org/wiki/Venus_(mythology),,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q47652,Venus,female,Roman goddess of love, sexuality, procreation and pleasure,goddess,,,,,,https://en.wikipedia.org/wiki/Venus_(mythology),,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q11954462,Venustus,male,painter and freedman of the imperial household in the time of Claudius,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q104867931,Veranius,male,author of legal opinions on sacral matters; generally thought to have lived in late Republican times,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q178953,Vercingetorix,male,protohistoric chieftain of the Arverni tribe, defeated by Julius Caesar during the Gallic wars,human,http://www.wikidata.org/entity/Q382553,-0045-01-01T00:00:00Z,Celtillus,,Gaul,https://en.wikipedia.org/wiki/Vercingetorix,http://www.wikidata.org/entity/Q2240467,,http://www.wikidata.org/entity/Q38060,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q121491073,Vergilia Vera,female,1st-century Roman woman who set up an inscription asking the gods to help another woman named Munatia who was about to give birth, possibly a kinswoman of the poet Virgil,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q117355963,Vergilius Romanus,male,Latin poet,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1278485,Verginia,female,5th-century BC Roman heroine,human whose existence is disputed,http://www.wikidata.org/entity/Q1747689,-0448-01-01T00:00:00Z,Lucius Verginius,Numitoria,Ancient Rome,https://en.wikipedia.org/wiki/Verginia,http://www.wikidata.org/entity/Q3655836,http://www.wikidata.org/entity/Q100701237,http://www.wikidata.org/entity/Q1747689,http://www.wikidata.org/entity/Q6581072,,
http://www.wikidata.org/entity/Q11954888,Verginius Capito,male,militaire romain,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q11954893,Verginius Flavus,male,Roman rhetorician,human,http://www.wikidata.org/entity/Q1747689,,,,,,,,,http://www.wikidata.org/entity/Q6581097,,
http://www.wikidata.org/entity/Q1748501,Vermina,male,Berber military commander,human,,-0200-01-01T00:00:00Z,Syphax,,,https://en.wikipedia.org/wiki/Vermina,http://www.wikidata.org/entity/Q353141,,,http://www.wikidata.org/entity/Q6581097,,
