Identifier,Sort_order,"Location","'Date'","Geometry",Type
8.4.2,2055,"Argolid - Arkadia border near Mt. Artemision",14-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.3,2056,"Argolid - Arkadia border near Mt. Artemision",15-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.3,2056,"Argolid - Arkadia border near Mt. Artemision",15-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.4,2057,"Argolid - Arkadia border near Mt. Artemision",16-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.4,2057,"Argolid - Arkadia border near Mt. Artemision",16-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.5,2058,"Argolid - Arkadia border near Mt. Artemision",17-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.5,2058,"Argolid - Arkadia border near Mt. Artemision",17-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.6,2059,"Argolid - Arkadia border near Mt. Artemision",18-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.6,2059,"Argolid - Arkadia border near Mt. Artemision",18-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.7,2060,"Argolid - Arkadia border near Mt. Artemision",19-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.7,2060,"Argolid - Arkadia border near Mt. Artemision",19-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.8,2061,"Argolid - Arkadia border near Mt. Artemision",20-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.8,2061,"Argolid - Arkadia border near Mt. Artemision",20-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.9,2062,"Argolid - Arkadia border near Mt. Artemision",21-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.9,2062,"Argolid - Arkadia border near Mt. Artemision",21-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.4.10,2063,"Argolid - Arkadia border near Mt. Artemision",22-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.4.10,2063,"Argolid - Arkadia border near Mt. Artemision",22-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.1,2064,"Argolid - Arkadia border near Mt. Artemision",23-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.1,2064,"Argolid - Arkadia border near Mt. Artemision",23-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.2,2065,"Argolid - Arkadia border near Mt. Artemision",24-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.2,2065,"Argolid - Arkadia border near Mt. Artemision",24-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.3,2066,"Argolid - Arkadia border near Mt. Artemision",25-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.3,2066,"Argolid - Arkadia border near Mt. Artemision",25-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.4,2067,"Argolid - Arkadia border near Mt. Artemision",26-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.4,2067,"Argolid - Arkadia border near Mt. Artemision",26-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.5,2068,"Argolid - Arkadia border near Mt. Artemision",27-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.5,2068,"Argolid - Arkadia border near Mt. Artemision",27-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.6,2069,"Argolid - Arkadia border near Mt. Artemision",28-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.6,2069,"Argolid - Arkadia border near Mt. Artemision",28-02-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.7,2070,"Argolid - Arkadia border near Mt. Artemision",01-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.7,2070,"Argolid - Arkadia border near Mt. Artemision",01-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.8,2071,"Argolid - Arkadia border near Mt. Artemision",02-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.8,2071,"Argolid - Arkadia border near Mt. Artemision",02-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.9,2072,"Argolid - Arkadia border near Mt. Artemision",03-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.9,2072,"Argolid - Arkadia border near Mt. Artemision",03-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.10,2073,"Argolid - Arkadia border near Mt. Artemision",04-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.10,2073,"Argolid - Arkadia border near Mt. Artemision",04-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.11,2074,"Argolid - Arkadia border near Mt. Artemision",05-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.11,2074,"Argolid - Arkadia border near Mt. Artemision",05-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.12,2075,"Argolid - Arkadia border near Mt. Artemision",06-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.12,2075,"Argolid - Arkadia border near Mt. Artemision",06-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.5.13,2076,"Argolid - Arkadia border near Mt. Artemision",07-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.5.13,2076,"Argolid - Arkadia border near Mt. Artemision",07-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.6.1,2077,"Argolid - Arkadia border near Mt. Artemision",08-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.6.1,2077,"Argolid - Arkadia border near Mt. Artemision",08-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.6.2,2078,"Argolid - Arkadia border near Mt. Artemision",09-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.6.2,2078,"Argolid - Arkadia border near Mt. Artemision",09-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.6.3,2079,"Argolid - Arkadia border near Mt. Artemision",10-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}","mythic/historic site"
8.6.3,2079,"Argolid - Arkadia border near Mt. Artemision",10-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.475774354441114, 37.654310963973046], [22.507440284004105, 37.571411550419754], [22.521537982781183, 37.57134643717862], [22.488651704535528, 37.65540068883523], [22.475774354441114, 37.654310963973046]]]}]}",border
8.6.4,2080,"road Argos to Mantinea via Klimax pass",11-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.474375380418167, 37.667766025011645], [22.459521492019178, 37.66920402206344], [22.45594159805296, 37.666116523496385], [22.442312934600807, 37.66848502702061], [22.43355020907117, 37.67123408811403], [22.42799335873474, 37.66721619524675], [22.425428658580188, 37.661802269295606], [22.42462718978169, 37.6505924957569], [22.40954774966454, 37.64199189898591]]}]}","road hodos"
8.6.5,2081,"Spring of the Meliastai 7 stades from Mantineia",12-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}","spring pege"
8.6.6,2082,"road Argolid to Arcadia over Mt. Artemision",13-03-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.722986929290897, 37.63880433989959], [22.681987076319217, 37.64700602838603], [22.61034522796956, 37.61692874388939], [22.523598170629327, 37.60291130695133], [22.498566681447443, 37.6094075208329], [22.46191342493512, 37.616518696940474], [22.444974976141026, 37.61575511381926], [22.422252666781333, 37.61139163127332], [22.40242228770444, 37.606918795948346], [22.392644809132378, 37.61804583965916]]}]}","road hodos"
8.7.1,2083,"Argon Pedion",14-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}",plain
8.7.2,2084,"Argon Pedion",15-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}",plain
8.7.3,2085,"Argon Pedion",16-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}",plain
8.7.4,2086,"Philippion spring near Nestane",17-03-171,"{""type"": ""Point"", ""coordinates"": [22.461269, 37.616101]}","spring pege"
8.7.5,2087,"Philippion spring near Nestane",18-03-171,"{""type"": ""Point"", ""coordinates"": [22.461269, 37.616101]}","spring pege"
8.7.6,2088,"Philippion spring near Nestane",19-03-171,"{""type"": ""Point"", ""coordinates"": [22.461269, 37.616101]}","spring pege"
8.7.7,2089,"Philippion spring near Nestane",20-03-171,"{""type"": ""Point"", ""coordinates"": [22.461269, 37.616101]}","spring pege"
8.7.8,2090,"Philippion spring near Nestane",21-03-171,"{""type"": ""Point"", ""coordinates"": [22.461269, 37.616101]}","spring pege"
8.8.1,2091,"Argon Pedion",22-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}",plain
8.8.2,2092,"Arnê fountain 12 stades from Mantinea",23-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}","spring pege"
8.8.2,2092,"Arnê fountain 12 stades from Mantinea",23-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}",fountain
8.8.3,2093,"Arnê fountain 12 stades from Mantinea",24-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}","spring pege"
8.8.3,2093,"Arnê fountain 12 stades from Mantinea",24-03-171,"{""type"": ""Point"", ""coordinates"": [22.45, 37.625]}",fountain
8.8.4,2094,"Mantineia (Arkadia)",25-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.5,2095,"Mantineia (Arkadia)",26-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.6,2096,"Mantineia (Arkadia)",27-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.7,2097,"Mantineia (Arkadia)",28-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.8,2098,"Mantineia (Arkadia)",29-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.9,2099,"Mantineia (Arkadia)",30-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.10,2100,"Mantineia (Arkadia)",31-03-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.11,2101,"Mantineia (Arkadia)",01-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.8.12,2102,"Mantineia (Arkadia)",02-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.9.1,2103,"Double temple of Asklepios and Leto and her children at Mantineia",03-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",temple
8.9.2,2104,"Mantineia (Arkadia)",04-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",polis
8.9.3,2105,"temple of Hera by the theater of Mantineia",05-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",temple
8.9.4,2106,"Tomb of Arkas by altar of Hera at Mantineia",06-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}","tomb mnema"
8.9.5,2107,"Common Hearth in Mantineia, round, tomb of Antinoê",07-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}","tomb mnema"
8.9.5,2107,"Common Hearth in Mantineia, round, tomb of Antinoê",07-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",hearth
8.9.6,2108,"Temple of Aphrodite Symmachia at Mantineia, behind theater",08-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",temple
8.9.7,2109,"Temple of Antinous at Mantineia, newest",09-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",temple
8.9.8,2110,"Temple of Antinous at Mantineia, newest",10-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",temple
8.9.9,2111,"Agora of Mantineia",11-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",agora
8.9.10,2112,"Heroon of Podares in agora of Mantineia",12-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",heroon
8.10.1,2113,"Stadium of Mantineia on Tegea highway",13-04-171,"{""type"": ""Point"", ""coordinates"": [22.3933, 37.6181]}",stadium
8.10.2,2114,"Sanctuary of Poseidon Hippios near Mantineia",14-04-171,"{""type"": ""Point"", ""coordinates"": [22.40816, 37.60256]}",hieron
8.10.3,2115,"Sanctuary of Poseidon Hippios near Mantineia",15-04-171,"{""type"": ""Point"", ""coordinates"": [22.40816, 37.60256]}",hieron
8.10.4,2116,"Sanctuary of Poseidon Hippios near Mantineia",16-04-171,"{""type"": ""Point"", ""coordinates"": [22.40816, 37.60256]}",hieron
8.10.5,2117,"Trophy of Mantineians over Spartans, Tegea highway",17-04-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.399293752443782, 37.61698222960864], [22.40298584440123, 37.607201162886184], [22.407706880020584, 37.59957679236902], [22.410793711001702, 37.59008120084148], [22.424137297451068, 37.556651648895595], [22.428424520683706, 37.46428468734986]]}]}",trophy
8.10.6,2118,"Trophy of Mantineians over Spartans, Tegea highway",18-04-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.399293752443782, 37.61698222960864], [22.40298584440123, 37.607201162886184], [22.407706880020584, 37.59957679236902], [22.410793711001702, 37.59008120084148], [22.424137297451068, 37.556651648895595], [22.428424520683706, 37.46428468734986]]}]}",trophy
8.10.7,2119,"Trophy of Mantineians over Spartans, Tegea highway",19-04-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.399293752443782, 37.61698222960864], [22.40298584440123, 37.607201162886184], [22.407706880020584, 37.59957679236902], [22.410793711001702, 37.59008120084148], [22.424137297451068, 37.556651648895595], [22.428424520683706, 37.46428468734986]]}]}",trophy
8.10.8,2120,"Trophy of Mantineians over Spartans, Tegea highway",20-04-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.399293752443782, 37.61698222960864], [22.40298584440123, 37.607201162886184], [22.407706880020584, 37.59957679236902], [22.410793711001702, 37.59008120084148], [22.424137297451068, 37.556651648895595], [22.428424520683706, 37.46428468734986]]}]}",trophy
8.10.9,2121,"Trophy of Mantineians over Spartans, Tegea highway",21-04-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.399293752443782, 37.61698222960864], [22.40298584440123, 37.607201162886184], [22.407706880020584, 37.59957679236902], [22.410793711001702, 37.59008120084148], [22.424137297451068, 37.556651648895595], [22.428424520683706, 37.46428468734986]]}]}",trophy
8.10.10,2122,"Trophy of Mantineians over Spartans, Tegea highway",22-04-171,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.399293752443782, 37.61698222960864], [22.40298584440123, 37.607201162886184], [22.407706880020584, 37.59957679236902], [22.410793711001702, 37.59008120084148], [22.424137297451068, 37.556651648895595], [22.428424520683706, 37.46428468734986]]}]}",trophy
8.11.1,2123,"Tombs of the daughters of Pelias near Mantineia",23-04-171,"{""type"": ""Point"", ""coordinates"": [22.40816, 37.60256]}","tomb mnema"
8.11.2,2124,"Tombs of the daughters of Pelias near Mantineia",24-04-171,"{""type"": ""Point"", ""coordinates"": [22.40816, 37.60256]}","tomb mnema"
8.11.3,2125,"Tombs of the daughters of Pelias near Mantineia",25-04-171,"{""type"": ""Point"", ""coordinates"": [22.40816, 37.60256]}","tomb mnema"
8.11.4,2126,"Phoizôn tomb of Areithos on Tegea-Mantineia road",26-04-171,"{""type"": ""Point"", ""coordinates"": [22.4, 37.569]}","tomb mnema"
8.11.5,2127,"Pelagos oak forest 30 stades from Mantineia on Tegea road",27-04-171,"{""type"": ""Point"", ""coordinates"": [22.416, 37.578]}",chorion
