"nodegoat ID",Identifier,Sort_order,"[AnimationClock] Location Reference","[AnimationClock] Date Start","[Location] Geometry"
ngLS2H586LiLyLyP8ME3xUSkPMkAbTyIALjvyPSP,9.36.1,2748,"Orchomenos (Boeotia)",07-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngMT2I687MTMzMzA9Nl47VTNQMlBcUzJBMUwzQTA,9.36.2,2749,"Orchomenos (Boeotia)",08-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngNU2J788OEN7Nad0PW57WUSRNGCdVaKCOFx7RUd,9.36.3,2750,"Orchomenos (Boeotia)",09-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngOV2K889PFO1Obi1PH60XVTSPHDeWbLDPGy1SVi,9.36.4,2751,"Orchomenos (Boeotia)",10-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngPW2L980PcP3PcH2Po79YWMTQIEfXcMEP9z3TWH,9.36.5,2752,"Orchomenos (Boeotia)",11-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngQX3I081SHQ1Qdo3Rp84ZXDUQJFgYdJFSIa1UXo,9.36.6,2753,"Orchomenos (Boeotia)",12-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngRY3J182SeReReN4TA9cAYmVSKGhZeKGS1beVYN,9.36.7,2754,"Orchomenos (Boeotia)",13-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngSZ3O283SJS2Sfm5TB05BZXWSLHiAfPHSKc2WZm,9.36.8,2755,"Orchomenos (Boeotia)",14-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngTA3L384VAT3TgF6UM1gCAYXUMIjBgMIVBd3XAF,9.37.1,2756,"Orchomenos (Boeotia)",15-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngUB3Y485VhU8UhM7WD24DBHYUNJkChZJV4e8YBM,9.37.2,2757,"Orchomenos (Boeotia)",16-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngVC3Z586WiVgViJ8XO30ECmZWuKlDiAKW5fgZCJ,9.37.3,2758,"Orchomenos (Boeotia)",17-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngWD3E687WNWiWju9YP4iFDnAXvLmEjFLWOgiADu,9.37.4,2759,"Orchomenos (Boeotia)",18-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngXE3B788ZEXjXkn0Yw52GEUBXQMnFkCMZFhjBEn,9.37.5,2760,"Orchomenos (Boeotia)",19-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngYF3C889YlY1Yls1Yx6jHFHCZxNoGlDNY8i1CFs,9.37.6,2761,"Orchomenos (Boeotia)",20-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngZG3D980ZwZ2Zmp2A07kIGIDZyOpHmEOZxj2DGp,9.37.7,2762,"Orchomenos (Boeotia)",21-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngAH4E081BHA5AnI3AT8lJHPECTPqInFPBIk5EHI,9.37.8,2763,"Orchomenos (Boeotia)",22-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngBI4F182CSBmBoz4BK9lKIUFCaQrJoGQCTlmFIz,9.38.1,2764,"Sanctuary of the Graces (Charitôn) at Orchomenos",23-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngCJ4C283ETC7Cpa5CL05LJVGDbRsKpDREUm7GJa,9.38.2,2765,"Treasury of Minyas (Orchomenos)",24-01-173,"{""type"": ""Point"", ""coordinates"": [22.9747, 38.49312]}"
ngDK4D384EqD8Dqt6DW1qMKMHDcStLqESE3n8HKt,9.38.3,2766,"Tomb of Hesiod in Orchomenos with inscription",25-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngEL4I485ELEpErA7Fd28NLNIEdTuMrJTEMopILA,9.38.4,2767,"Tomb of Hesiod in Orchomenos with inscription",26-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngFM4F586HMF9FsN8HO3rOMUJHYUvNsGUHNp9JMN,9.38.5,2768,"Heroon of Actaeon in Orchomenos",27-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngGN4G687HXG8Gte9Gf49PNVKGZVwOtHVHYq8KNe,9.38.6,2769,"Temple of Herakles 7 stades from Orchomenos",28-01-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngHO4H788HuH9Hux0HQ5uQOgLHgWxPuIWH7r9LOx,9.38.7,2770,"Kephisian lake",29-01-173,"{""type"": ""Point"", ""coordinates"": [23.0687, 38.4471]}"
ngIP4I889JvItIvE1Ih6vRPNMKBXyQvJXJ8stMPE,9.38.8,2771,"Kephisian lake",30-01-173,"{""type"": ""Point"", ""coordinates"": [23.0687, 38.4471]}"
ngJQ4J980KgJtJwd2KC71SQYNJCYzRwKYKhttNQd,9.38.9,2772,"Kephisian lake",31-01-173,"{""type"": ""Point"", ""coordinates"": [23.0687, 38.4471]}"
ngKR5W081LBK0KxG3K18xTRZOKDZaSxXZLCu0ORG,9.38.10,2773,"Orchomenos (Boeotia)",01-02-173,"{""type"": ""Point"", ""coordinates"": [22.959486, 38.495082]}"
ngLS5X182LyL1LyD4NE9yUSIPLEAbTyYAL1v1PSD,9.39.1,2774,Lebadeia,02-02-173,"{""type"": ""Point"", ""coordinates"": [22.87352, 38.431063]}"
ngMT5Y283NjMzMzc5N305VTZQNFBcUzZBNkwzQTc,9.39.2,2775,Lebadeia,03-02-173,"{""type"": ""Point"", ""coordinates"": [22.87352, 38.431063]}"
ngNU5Z384OUNaNaV6Om13WUSRNGCdVaACOVxaRUV,9.39.3,2776,"Trophonius oracle (Boeotia)",04-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngOV5A485OFOzObW7P52zXVPSOnDeWbBDOGyzSVW,9.39.4,2777,"Trophonius oracle (Boeotia)",05-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngPW5B586PGP5PcL8RY36YWCTRIEfXcCEPHz5TWL,9.39.5,2778,"Trophonius oracle (Boeotia)",06-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngQX5Y687SXQ6QdM9RJ48ZXRURpFgYdZFSYa6UXM,9.39.6,2779,"Trophonius oracle (Boeotia)",07-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngRY5D788RoR8Rep0S858AYWVSKGhZeEGRpb8VYp,9.39.7,2780,"Trophonius oracle (Boeotia)",08-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngSZ5E889SZSfSfE1S96dBZjWSrHiAfFHSAcfWZE,9.39.8,2781,"Trophonius oracle (Boeotia)",09-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngTA5B980UqTeTgF2T079CAIXVMIjBgCIUrdeXAF,9.39.9,2782,"Trophonius oracle (Boeotia)",10-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngUB6C081VBUfUhY3Ut8eDBRYUNJkChDJVCefYBY,9.39.10,2783,"Trophonius oracle (Boeotia)",11-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngVC6D182XMVhVit4XO92ECIZXOKlDiEKXNfhZCt,9.39.11,2784,"Trophonius oracle (Boeotia)",12-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngWD6E283XjW3WjE5XF0iFDJAWPLmEjFLX2g3ADE,9.39.12,2785,"Trophonius oracle (Boeotia)",13-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngXE6F384XuXkXkX6ZG14GEGBXwMnFkGMXvhkBEX,9.39.13,2786,"Trophonius oracle (Boeotia)",14-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngYF6G485YFYlYlK7Z52lHFDCYRNoGlHNYGilCFK,9.39.14,2787,"Trophonius oracle (Boeotia)",15-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngZG6H586AQZlZmx8AS3jIGEDZSOpHmIOARjlDGx,9.40.1,2788,"Trophonius oracle (Boeotia)",16-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngAH6I687AnAmAnq9Az48JHFEBTPqInJPA6kmEHq,9.40.2,2789,"Trophonius oracle (Boeotia)",17-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngBI6v788BIB8Boz0CK5lKIKFCaQrJowQBJl8FIz,9.40.3,2790,"Trophonius oracle (Boeotia)",18-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngCJ6w889CTC9Cpa1CV6mLJLGCbRsKpxRCUm9GJa,9.40.4,2791,"Trophonius oracle (Boeotia)",19-02-173,"{""type"": ""Point"", ""coordinates"": [22.875, 38.4312]}"
ngDK6x980DqDnDqZ2EM7pMKSHFWStLqySD9nnHKZ,9.40.5,2792,"Chaironea (Boeotia)",20-02-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngEL7y081EbEoErS3E184NLNIEdTuMrzTEcooILS,9.40.6,2793,"Chaironea (Boeotia)",21-02-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngFM7v182GcF5FsT4GY92OMKJGYUvNswUGdp5JMT,9.40.7,2794,"Trophies set up by Romans and Sulla in territory of Chaironeia",22-02-173,"{""type"": ""Point"", ""coordinates"": [22.824, 38.499]}"
ngGN7w283HNG3GtU5HZ0rPNPKHfVwOtxVHOq3KNU,9.40.8,2795,"Trophies set up by Romans and Sulla in territory of Chaironeia",23-02-173,"{""type"": ""Point"", ""coordinates"": [22.824, 38.499]}"
ngHO7x384JYH5Hux6I41rQOgLIgWxPuyWJZr5LOx,9.40.9,2796,"Trophies set up by Romans and Sulla in territory of Chaironeia",24-02-173,"{""type"": ""Point"", ""coordinates"": [22.824, 38.499]}"
ngIP7y485JvI6Ivy7Ih2tRPXMIBXyQvzXJ4s6MPy,9.40.10,2797,"Theban polyandrion at Chaironeia",25-02-173,"{""type"": ""Point"", ""coordinates"": [22.84827, 38.49486]}"
ngJQ7z586JgJ8JwV8K638SQGNLCYzRwaYJht8NQV,9.40.11,2798,"Chaironea (Boeotia)",26-02-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngKR7a687KRK9KxO9LT40TRXOKDZaSxbZKSu9ORO,9.40.12,2799,"Chaironea (Boeotia)",27-02-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngLS7b788MCL2LyL0MU5wUScPMkAbTycAMDv2PSL,9.41.1,2800,"Chaironea (Boeotia)",28-02-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngMT7c889MzM2Mzk1N968VTNQNlBcUzdBM8w2QTk,9.41.2,2801,"Chaironea (Boeotia)",01-03-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngNU7Z980PEN9NaN2OW79WUiRPGCdVaACPFx9RUN,9.41.3,2802,"Chaironea (Boeotia)",02-03-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngOV8A081PbO0ObG3PH8zXVLSPHDeWbBDP0y0SVG,9.41.4,2803,"Chaironea (Boeotia)",03-03-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngPW8f182PGP3PcP4Qo9bYWITQoEfXcgEPHz3TWP,9.41.5,2804,"Chaironea (Boeotia)",04-03-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngQX8g283QHQ7QdU5QZ02ZXVURJFgYdhFQIa7UXU,9.41.6,2805,"Summit of Petrachos mountain",05-03-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngRY8D384TYR8ReN6RK1bAYmVRKGhZeEGTZb8VYN,9.41.7,2806,"Chaironea (Boeotia)",06-03-173,"{""type"": ""Point"", ""coordinates"": [22.8416, 38.4944]}"
ngSZ8q485UJSeSfW7Sr2dBZXWULHiAfrHUKceWZW,10.1.1,2807,"border Boiotia - Phokis at Chaironea",07-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngTA8r586UgTfTgT8U63dCAMXUsIjBgsIU5dfXAT,10.1.2,2808,"border Boiotia - Phokis at Chaironea",08-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngUB8M687ULUeUhM9VN40DBNYV7IgC7fJUCeeYBI,10.1.3,2809,"border Boiotia - Phokis at Chaironea",09-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngVC8t788XCVgVil0WE51ECKZXOKlDiuKXDfgZCl,10.1.4,2810,"border Boiotia - Phokis at Chaironea",10-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngWD8u889WjW3Wjm1Xv6jFDrAWPLmEjvLW8g3ADm,10.1.5,2811,"border Boiotia - Phokis at Chaironea",11-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngXE8v980XkXjXkL2XQ7iGEMBYQMnFkwMX9hjBEL,10.1.6,2812,"border Boiotia - Phokis at Chaironea",12-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngYF9w081ZvYlYlo3Yx85HFNCYRNoGlxNZwilCFo,10.1.7,2813,"border Boiotia - Phokis at Chaironea",13-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngZG9x182AGZmZmL4A294IGMDZSOpHmyOAHjmDGL,10.1.8,2814,"border Boiotia - Phokis at Chaironea",14-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngAH9u283CHA7AnA5CT07JHFECTPqInvPCIk7EHA,10.1.9,2815,"border Boiotia - Phokis at Chaironea",15-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngBI9v384DSB8BoT6C418KIOFBUQrJowQDTl8FIT,10.1.10,2816,"border Boiotia - Phokis at Chaironea",16-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngCJ9a485CzCnCpQ7D52nLJDGCbRsKpbRCamnGJQ,10.1.11,2817,"border Boiotia - Phokis at Chaironea",17-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngDK9b586DKDnDqP8FM3pMKWHEcStLqcSDLnnHKP,10.2.1,2818,"border Boiotia - Phokis at Chaironea",18-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngEL9y687FLEoErQ9Fd46NLvIFdTuMrzTFMooILQ,10.2.2,2819,"border Boiotia - Phokis at Chaironea",19-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngFM9z788GWFpFsR0FO5sOMGJGeUvNsaUGXppJMR,10.2.3,2820,"border Boiotia - Phokis at Chaironea",20-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngGN9a889HtGsGta1G96sPNTKIZVwOtbVH8qsKNa,10.2.4,2821,"border Boiotia - Phokis at Chaironea",21-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngHO9b980IeHrHuV2HA7sQOALHgWxPucWIfrrLOV,10.2.5,2822,"border Boiotia - Phokis at Chaironea",22-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngMT0E081NDMwMzA3MF80VTBQMFBcUzFBNEwwQTA,10.2.6,2823,"border Boiotia - Phokis at Chaironea",23-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngNU0F182OENaNaN4PG9zWUGRNmCdVaGCOFxaRUN,10.2.7,2824,"border Boiotia - Phokis at Chaironea",24-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngOV0G283ObObObO5O30zXVHSOnDeWbHDO2ybSVO,10.3.1,2825,"border Boiotia - Phokis at Chaironea",25-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngPW0H384QmP3Pcj6RY13YWkTQIEfXcIEQnz3TWj,10.3.2,2826,"border Boiotia - Phokis at Chaironea",26-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngQX0I485RXQcQdE7Rp2dZXRURpFgYdJFRYacUXE,10.3.3,2827,"border Boiotia - Phokis at Chaironea",27-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngRY0J586RIRbReF8Sq30AYWVRKGhZeKGRJbbVYF,10.3.4,2828,"border Boiotia - Phokis at Chaironea",28-03-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.816987932397836, 38.504250343320365], [22.8182268893938, 38.49955405008339], [22.822928938451724, 38.50072097458943], [22.8210186478411, 38.504983837002214], [22.816987932397836, 38.504250343320365]]]}]}"
ngSZ0q687SJSfSfW9TB4fBZFWDLG1AfHHS6c6WZA,10.4.1,2829,Panopeos/Phanotis,29-03-173,"{""type"": ""Point"", ""coordinates"": [22.79418, 38.49551]}"
ngTA0L788TqT7TgF0VM52CAGXUMIjBgMITrd7XAF,10.4.2,2830,Panopeos/Phanotis,30-03-173,"{""type"": ""Point"", ""coordinates"": [22.79418, 38.49551]}"
ngUB0M889UBU8UhG1U962DBDYVtJkChNJUCe8YBG,10.4.3,2831,Panopeos/Phanotis,31-03-173,"{""type"": ""Point"", ""coordinates"": [22.79418, 38.49551]}"
ngVC0H980VsViViN2Wu7hECKZGOJ1DiSKV9fgZCH,10.4.4,2832,Panopeos/Phanotis,01-04-173,"{""type"": ""Point"", ""coordinates"": [22.79418, 38.49551]}"
ngWD1E081WtWhWjK3WF8iFDLAHPK1EjTLWEggADO,10.4.5,2833,"Tomb of Tityos, earth mound at ravine of Panopeos",02-04-173,"{""type"": ""Point"", ""coordinates"": [22.79418, 38.49551]}"
ngXE1r182XEXkXkn4Yw96GEUBIQL5FkQMX1h4BEJ,10.4.6,2834,"Tomb of Tityos, earth mound at ravine of Panopeos",03-04-173,"{""type"": ""Point"", ""coordinates"": [22.79418, 38.49551]}"
ngYF1o283YFY4YlG5Yx06HFNCJRM5GlRNZwi3CFU,10.4.7,2835,Daulis,04-04-173,"{""type"": ""Point"", ""coordinates"": [22.72926, 38.50665]}"
ngZG1R384BGZ5ZmH6BS15IGuDKSNkHmyOAxj4DGt,10.4.8,2836,Daulis,05-04-173,"{""type"": ""Point"", ""coordinates"": [22.72926, 38.50665]}"
ngAH1S485BHA7AnE7A52mJJlEAJO5InrPBSknEHW,10.4.9,2837,Daulis,06-04-173,"{""type"": ""Point"", ""coordinates"": [22.72926, 38.50665]}"
ngBI1B586BoBmBoB8C630KIOFMUPoJoCQBJloFIr,10.4.10,2838,"Heroon of Hero Archegetes at Tronis",07-04-173,"{""type"": ""Point"", ""coordinates"": [22.704926, 38.554265]}"
ngCJ1Y687CpCmCpw9D74oLJRGNVQoKpDRCUm0GJs,10.5.1,2839,Phokikon,08-04-173,"{""type"": ""Point"", ""coordinates"": [22.760566, 38.485096]}"
ngDK1D788DUD9DqH0E85qMKEHDcStLqESDVn9HKH,10.5.2,2840,Phokikon,09-04-173,"{""type"": ""Point"", ""coordinates"": [22.760566, 38.485096]}"
ngEL1A889GLE8ErW1E96qNLvIEdTuMrBTGMo8ILW,10.5.3,2841,"Schiste Hodos",10-04-173,"{""type"": ""Point"", ""coordinates"": [22.68143, 38.47571]}"
ngFM1F980FcF1FsT2Fe79OMKJGYUvNsGUFdp1JMT,10.5.4,2842,"Schiste Hodos",11-04-173,"{""type"": ""Point"", ""coordinates"": [22.68143, 38.47571]}"
ngGN2G081GNG1Gta3GZ85PNDKIZVwOtHVGOq1KNa,10.5.5,2843,"road Chaironeia to Delphi via Panopeus",12-04-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.847397115064297, 38.49572392858383], [22.82172497850854, 38.505469020106915], [22.796271864472686, 38.502191979399726], [22.76350167924764, 38.50772324856163], [22.727337351942822, 38.51500400033487], [22.719452930498676, 38.510116595159644], [22.70915172027179, 38.508785857308254], [22.701331302355158, 38.50029526650596], [22.682435073225832, 38.475928819738584], [22.668795321233006, 38.478509108850346], [22.6556701217975, 38.478673946293924], [22.634375432270275, 38.47808304671915], [22.61947071614489, 38.48066550379386], [22.579268541575146, 38.47928328453298], [22.55275267118023, 38.4836060843468], [22.50683650228484, 38.480071652313114], [22.502769146324937, 38.48083222376437]]}]}"
ngHO2D182IeH3HuZ4HA91QOELJAWxPuEWIfr3LOZ,10.5.6,2844,"Entry to Delphi from Chaironea road",13-04-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.50908625671846, 38.4807561049775], [22.508670068724086, 38.47934011797474], [22.509390394099455, 38.47916468402025], [22.509790574863842, 38.48064332827158], [22.50908625671846, 38.4807561049775]]]}]}"
ngIP2E283JPI4IvW5JR0uRPdMKBXyQvFXJQs4MPW,10.5.7,2845,"Entry to Delphi from Chaironea road",14-04-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.50908625671846, 38.4807561049775], [22.508670068724086, 38.47934011797474], [22.509390394099455, 38.47916468402025], [22.509790574863842, 38.48064332827158], [22.50908625671846, 38.4807561049775]]]}]}"
ngJQ2F384LAJ7JwF6K41vSQKNKiYzRwGYLBt7NQF,10.5.8,2846,"Entry to Delphi from Chaironea road",15-04-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.50908625671846, 38.4807561049775], [22.508670068724086, 38.47934011797474], [22.509390394099455, 38.47916468402025], [22.509790574863842, 38.48064332827158], [22.50908625671846, 38.4807561049775]]]}]}"
ngKR2G485LxK5KxO7LD2uTRDOLjZaSxHZL4u5ORO,10.5.9,2847,"Entry to Delphi from Chaironea road",16-04-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.50908625671846, 38.4807561049775], [22.508670068724086, 38.47934011797474], [22.509390394099455, 38.47916468402025], [22.509790574863842, 38.48064332827158], [22.50908625671846, 38.4807561049775]]]}]}"
ngLS2H586LiLyLyP8ME36USgPLEAbTyIALjvyPSP,10.5.10,2848,"Entry to Delphi from Chaironea road",17-04-173,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[22.50908625671846, 38.4807561049775], [22.508670068724086, 38.47934011797474], [22.509390394099455, 38.47916468402025], [22.509790574863842, 38.48064332827158], [22.50908625671846, 38.4807561049775]]]}]}"
