"nodegoat ID",Identifier,Sort_order,"[AnimationClock] Location Reference","[AnimationClock] Date Start","[Location] Geometry"
ngYF6G485YFYlYlo7AR28HFLCZRNoGlHNYGilCFo,2.23.5,487,"Tomb of Deianeira in Argos",30-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}"
ngZG6H586AQZlZmt8ZS35IGIDZyOpHmIOARjlDGt,2.23.6,488,"Tomb of Helenus at Argos, local legend",31-10-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}"
ngAH6I687AnAmAnq9AT4nJHNEATPqInJPA6kmEHq,2.23.7,489,"underground building in Argos, base of bronze chamber",01-11-166,"{""type"": ""Point"", ""coordinates"": [22.7195, 37.6316]}"
ngCJ6w889CTC9Cps1D969LJRGDVRsKpxRCUm9GJs,2.24.1,491,"Larisa Citadel above Argos",03-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}"
ngDK6x980DqDnDqZ2FW70MKIHDWStLqySD9nnHKZ,2.24.2,492,"Larisa Citadel above Argos",04-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}"
ngEL7y081EbEoErW3FX8rNLJIFXTuMrzTEcooILW,2.24.3,493,"Larisa Citadel above Argos",05-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}"
ngFM7v182GcF4Fsd4F292OMKJFYUvNswUGdp4JMd,2.24.4,494,"Larisa Citadel above Argos",06-11-166,"{""type"": ""Point"", ""coordinates"": [22.715, 37.638]}"
ngGN7w283HNG3GtU5IP0qPNVKIZVwOtxVHOq3KNU,2.24.5,495,"Lykone (mountain)",07-11-166,"{""type"": ""Point"", ""coordinates"": [22.7028, 37.6328]}"
ngHO7x384JYH5Hub6JQ1sQOELIAWxPuyWJZr5LOb,2.24.6,496,"springs of Erasinos below Mt. Chaon, Argolid",08-11-166,"{""type"": ""Point"", ""coordinates"": [22.6879, 37.5961]}"
ngIP7y485JvI6IvU7Jh27RPFMKBXyQvzXJ4s6MPU,2.24.7,497,"highway Argos toward Tegea",09-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.72454381033532, 37.63264742404556], [22.712387253298743, 37.62152172720958], [22.69212632490536, 37.59691090726615], [22.67861903930978, 37.58792057770549], [22.65025373955828, 37.58342500565921], [22.62053771124772, 37.561157218870704], [22.60346794885743, 37.54848876021802], [22.591651094036564, 37.54669918312018], [22.582179670564813, 37.525769040684], [22.58126853187767, 37.51276100991285], [22.54873166641582, 37.511445457271094]]}]}"
ngJQ7z586JgJ8Jwz8J637SQGNLCYzRwaYJht8NQz,2.25.1,498,"Double sanctuary of Aphrodite and Ares near Argos",10-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.474375380418167, 37.667766025011645], [22.459521492019178, 37.66920402206344], [22.45594159805296, 37.666116523496385], [22.442312934600807, 37.66848502702061], [22.43355020907117, 37.67123408811403], [22.42799335873474, 37.66721619524675], [22.425428658580188, 37.661802269295606], [22.42462718978169, 37.6505924957569], [22.40954774966454, 37.64199189898591]]}]}"
ngKR7a687KRK9KxS9MT46TRHOLDZaSxbZKSu9ORS,2.25.2,499,"Oinoe (Argolid)",11-11-166,"{""type"": ""Point"", ""coordinates"": [22.5703, 37.6111]}"
ngLS7b788MCL2LyL0LU5yUSQPLEAbTycAMDv2PSL,2.25.3,500,"Artemision (mountain)",12-11-166,"{""type"": ""Point"", ""coordinates"": [22.51475, 37.6199]}"
ngMT7c889MzM3MzA1MF61VTZQMFBcUzdBM8w3QTA,2.25.4,501,"road Argos to Lyrkeia, 60 stades",13-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.719179016905144, 37.64218087638423], [22.717258745829838, 37.64836121169597], [22.631688691727334, 37.69273087241331]]}]}"
ngNU7Z980PEN9NaJ2NW74WUKROGCdVaACPFx9RUJ,2.25.5,502,Lyrkeia,14-11-166,"{""type"": ""Point"", ""coordinates"": [22.631257, 37.692676]}"
ngOV8A081PbO0ObC3QH8yXVHSPnDeWbBDP0y0SVC,2.25.6,503,"Orneai (Argolid)",15-11-166,"{""type"": ""Point"", ""coordinates"": [22.55716, 37.71428]}"
ngPW8f182PGP3PcT4Po9bYWUTQIEfXcgEPHz3TWT,2.25.7,504,"road Argos to Epidaurus",16-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.726155854986757, 37.63472005392774], [22.84961651041783, 37.599470500468726], [22.923177182529713, 37.589485290076695], [22.977326592806435, 37.599782516703485], [23.00902861118732, 37.600874563221325], [23.032066723923407, 37.61350993557315], [23.067334206409868, 37.61163816399919], [23.0905692260921, 37.62910619980171], [23.13547273945028, 37.632692877746365], [23.161661363329728, 37.6345641192608]]}]}"
ngQX8g283QHQ7QdM5R30dZXZUQpFgYdhFQIa7UXM,2.25.8,505,Tiryns,17-11-166,"{""type"": ""Point"", ""coordinates"": [22.80004, 37.59918]}"
ngRY8D384TYR8ReJ6TK1cAYOVSKGhZeEGTZb8VYJ,2.25.9,506,Midea,18-11-166,"{""type"": ""Point"", ""coordinates"": [22.842, 37.65]}"
ngSZ8q485UJSeSfA7Sr26BZXWSLHiAfrHUKceWZA,2.25.10,507,Lessa,19-11-166,"{""type"": ""Point"", ""coordinates"": [22.9427, 37.5969]}"
ngTA8r586UgTfTgP8Ts30CAYXTMIjBgsIU5dfXAP,2.26.1,508,"road Argos to Epidaurus",20-11-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[22.726155854986757, 37.63472005392774], [22.84961651041783, 37.599470500468726], [22.923177182529713, 37.589485290076695], [22.977326592806435, 37.599782516703485], [23.00902861118732, 37.600874563221325], [23.032066723923407, 37.61350993557315], [23.067334206409868, 37.61163816399919], [23.0905692260921, 37.62910619980171], [23.13547273945028, 37.632692877746365], [23.161661363329728, 37.6345641192608]]}]}"
ngUB8M687ULUeUhM9VN47DBpYVtI6C7fJUCeeYBI,2.26.2,509,"Asklepieion of Epidauros",21-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngVC8t788XCVgVip0WE50ECuZWuKlDiuKXDfgZCp,2.26.3,510,"Asklepieion of Epidauros",22-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngWD8u889WjW3WjI1XF62FDnAWvLmEjvLW8g3ADI,2.26.4,511,"Asklepieion of Epidauros",23-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngXE8v980XkXjXkL2Xw79GEMBYQMnFkwMX9hjBEL,2.26.5,512,"Asklepieion of Epidauros",24-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngYF9w081ZvYlYls3Y180HFNCYRNoGlxNZwilCFs,2.26.6,513,"Asklepieion of Epidauros",25-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngZG9x182AGZmZmH4A294IGuDBSOpHmyOAHjmDGH,2.26.7,514,"Asklepieion of Epidauros",26-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngAH9u283CHA7AnE5AJ0mJHFECTPqInvPCIk7EHE,2.26.8,515,"Asklepieion of Epidauros",27-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngBI9v384DSB8BoB6Ba1lKIGFCUQrJowQDTl8FIB,2.26.9,516,"Asklepieion of Epidauros",28-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngCJ9a485CzCmCpa7Db26LJDGCbRsKpbRCammGJa,2.26.10,517,"Asklepieion of Epidauros",29-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngDK9b586DKDnDqt8DM3nMKWHDcStLqcSDLnnHKt,2.27.1,518,"Asklepieion of Epidauros",30-11-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngEL9y687FLEoEry9EN4oNLvIEdTuMrzTFMooILy,2.27.2,519,"Asklepieion of Epidauros",01-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngFM9z788GWFpFsN0GO57OMCJHYUvNsaUGXppJMN,2.27.3,520,"Asklepieion of Epidauros",02-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngGN9a889HtGsGta1IP60PNbKIZVwOtbVH8qsKNa,2.27.4,521,"Asklepieion of Epidauros",03-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngHO9b980IeHrHuZ2IA7sQOcLJAWxPucWIfrrLOZ,2.27.5,522,"Asklepieion of Epidauros",04-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngMT0E081MzM5Mzk3OF8xVTBQMFBcUzFBM0w5QTk,2.27.6,523,"Asklepieion of Epidauros",05-12-166,"{""type"": ""Point"", ""coordinates"": [23.075, 37.597]}"
ngNU0F182OENaNaR4PG94WUCROGCdVaGCOFxaRUR,2.27.7,524,"Apollo Maleatas sanctuary, Epidauros",06-12-166,"{""type"": ""Point"", ""coordinates"": [23.086, 37.599]}"
ngOV0G283ObObObK5O30zXVPSOnDeWbHDO2ybSVK,2.28.1,525,"Apollo Maleatas sanctuary, Epidauros",07-12-166,"{""type"": ""Point"", ""coordinates"": [23.086, 37.599]}"
ngPW0H384QmP3Pcn6PY16YWkTQIEfXcIEQnz3TWn,2.28.2,526,"Koryphos M.",08-12-166,"{""type"": ""Point"", ""coordinates"": [23.09367, 37.61291]}"
ngQX0I485RXQcQdM7QJ24ZXNUSJFgYdJFRYacUXM,2.28.3,527,"Hyrnethion (Epidauria)",09-12-166,"{""type"": ""Point"", ""coordinates"": [23.1, 37.6]}"
ngRY0p586TYR0ReD8SK3eAYOVCKF0ZeqGTZb7VYV,2.28.4,528,"Hyrnethion (Epidauria)",10-12-166,"{""type"": ""Point"", ""coordinates"": [23.1, 37.6]}"
ngSZ0q687SJSfSfE9S74eBZXWDLG1AfHHS6c8WZS,2.28.5,529,"Hyrnethion (Epidauria)",11-12-166,"{""type"": ""Point"", ""coordinates"": [23.1, 37.6]}"
ngTA0L788TqT7Tgn0T858CAGXTMIjBgMITrd7XAn,2.28.6,530,"Hyrnethion (Epidauria)",12-12-166,"{""type"": ""Point"", ""coordinates"": [23.1, 37.6]}"
ngUB0M889UBU8UhC1V963DBlYUtJkChNJUCe8YBC,2.28.7,531,"Hyrnethion (Epidauria)",13-12-166,"{""type"": ""Point"", ""coordinates"": [23.1, 37.6]}"
ngVC0H980VsViVip2VO7gECIZGOJ1DiSKV9f3ZCJ,2.28.8,532,"Tomb of Melissa not far from Epidauros",14-12-166,"{""type"": ""Point"", ""coordinates"": [23.1602, 37.6335]}"
ngWD1E081WtWiWjA3X18hFDJAHPK1EjTLWug0ADm,2.29.1,533,Epidauros,15-12-166,"{""type"": ""Point"", ""coordinates"": [23.1602, 37.6335]}"
ngXE1r182XEXkXkP4Xw95GEsBIQL5FkQMX1hiBET,2.29.2,534,"Aigina island Bk2",16-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngYF1o283YFY5YlQ5YH04HFDCJRM5GlRNZ2ijCFQ,2.29.3,535,"Aigina island Bk2",17-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngZG1R384BGZ4ZmR6Zy13IGuDKSNkHmyOAHjkDGV,2.29.4,536,"Aigina island Bk2",18-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngAH1S485BHA5AnI7CT28JJlEAJO5InJPBIk8EHu,2.29.5,537,"Aigina island Bk2",19-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngBI1B586BoBnBoP8Ba35KIwFMUPoJoCQBzllFIX,2.29.6,538,"Main harbor of Aigina",20-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngCJ1Y687CzC1CpG9Db46LJHGNVQoKpZREKm6GJO,2.29.7,539,"Aiakeion in Aigina",21-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngDK1D788DUD9DqH0EM58MKEHEcStLqESDVn9HKH,2.29.8,540,"Aiakeion in Aigina",22-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngEL1A889GLE8ErA1E96qNLRIEXTuMrBTGMo8ILA,2.29.9,541,"Tomb of Phocus in Aigina",23-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngFM1F980FcF0Fsz2G073OMKJHYUvNsGUFdp0JMz,2.29.10,542,"Tomb of Phocus in Aigina",24-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngGN2G081GNG1Gtw3IZ82PNHKHfVwOtHVGOq1KNw,2.29.11,543,"Theater of Aigina, not far from Kryptos Limen",25-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngHO2D182IeH3HuD4HA96QOALHgWxPuEWIfr3LOD,2.30.1,544,"Temple of Apollo on Aigina",26-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngIP2E283JPI3Ivg5JR0vRPXMIBXyQvFXJQs3MPg,2.30.2,545,"Temple of Hekate in Aigina",27-12-166,"{""type"": ""Point"", ""coordinates"": [23.42372, 37.74991]}"
ngJQ2F384LAJ7JwF6LS14SQONKCYzRwGYLBt7NQF,2.30.3,546,"Temple of Aphaia on Aigina",28-12-166,"{""type"": ""Point"", ""coordinates"": [23.5331, 37.7543]}"
ngKR2G485LxK5KxS7LD2uTRZOLDZaSxHZL4u5ORS,2.30.4,547,"Zeus Panhellenios sanctuary (Aigina)",29-12-166,"{""type"": ""Point"", ""coordinates"": [23.4975, 37.7078]}"
ngLS2H586LiLyLyL8ME3vUSgPLEAbTyIALjvyPSL,2.30.5,548,"Troizenia Bk2",30-12-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.19780778006509, 37.59809828850378], [23.163184886839673, 37.5384304367699], [23.178660270932284, 37.52491017417141], [23.282791245253804, 37.49203531759909], [23.350466377566704, 37.46200132121156], [23.344022835271062, 37.41288108636306], [23.417669773540837, 37.40313109413597], [23.574036098997823, 37.43534362846478], [23.535611609465747, 37.52554963514315], [23.38557373910379, 37.65854638850779], [23.19780778006509, 37.59809828850378]]]}]}"
ngMT2I687MTMzMzA9OF46VTlQMlBcUzJBMUwzQTA,2.30.6,549,"Troizenia Bk2",31-12-166,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.19780778006509, 37.59809828850378], [23.163184886839673, 37.5384304367699], [23.178660270932284, 37.52491017417141], [23.282791245253804, 37.49203531759909], [23.350466377566704, 37.46200132121156], [23.344022835271062, 37.41288108636306], [23.417669773540837, 37.40313109413597], [23.574036098997823, 37.43534362846478], [23.535611609465747, 37.52554963514315], [23.38557373910379, 37.65854638850779], [23.19780778006509, 37.59809828850378]]]}]}"
ngNU2J788OEN7Nal0N859WUKROGCdVaKCOFx7RUl,2.30.7,550,"Troizenia Bk2",01-01-167,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.19780778006509, 37.59809828850378], [23.163184886839673, 37.5384304367699], [23.178660270932284, 37.52491017417141], [23.282791245253804, 37.49203531759909], [23.350466377566704, 37.46200132121156], [23.344022835271062, 37.41288108636306], [23.417669773540837, 37.40313109413597], [23.574036098997823, 37.43534362846478], [23.535611609465747, 37.52554963514315], [23.38557373910379, 37.65854638850779], [23.19780778006509, 37.59809828850378]]]}]}"
ngOV2K889PFO1Obe1QH61XVTSQHDeWbLDPGy1SVe,2.30.8,551,"Troizenia Bk2",02-01-167,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.19780778006509, 37.59809828850378], [23.163184886839673, 37.5384304367699], [23.178660270932284, 37.52491017417141], [23.282791245253804, 37.49203531759909], [23.350466377566704, 37.46200132121156], [23.344022835271062, 37.41288108636306], [23.417669773540837, 37.40313109413597], [23.574036098997823, 37.43534362846478], [23.535611609465747, 37.52554963514315], [23.38557373910379, 37.65854638850779], [23.19780778006509, 37.59809828850378]]]}]}"
ngPW2L980PcP3PcH2QI70YWgTQoEfXcMEP9z3TWH,2.30.9,552,"Troizenia Bk2",03-01-167,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.19780778006509, 37.59809828850378], [23.163184886839673, 37.5384304367699], [23.178660270932284, 37.52491017417141], [23.282791245253804, 37.49203531759909], [23.350466377566704, 37.46200132121156], [23.344022835271062, 37.41288108636306], [23.417669773540837, 37.40313109413597], [23.574036098997823, 37.43534362846478], [23.535611609465747, 37.52554963514315], [23.38557373910379, 37.65854638850779], [23.19780778006509, 37.59809828850378]]]}]}"
ngQX3I081SHQ2QdI3QJ85ZXVUSJFgYdJFSIa2UXI,2.30.10,553,"Troizenia Bk2",04-01-167,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""Polygon"", ""coordinates"": [[[23.19780778006509, 37.59809828850378], [23.163184886839673, 37.5384304367699], [23.178660270932284, 37.52491017417141], [23.282791245253804, 37.49203531759909], [23.350466377566704, 37.46200132121156], [23.344022835271062, 37.41288108636306], [23.417669773540837, 37.40313109413597], [23.574036098997823, 37.43534362846478], [23.535611609465747, 37.52554963514315], [23.38557373910379, 37.65854638850779], [23.19780778006509, 37.59809828850378]]]}]}"
ngRY3J182SeReReN4R29dAYOVSKGhZeKGS1beVYN,2.31.1,554,"Temple of Artemis Soteira in Troizen",05-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngSZ3O283SJS2Sfq5SB07BZPWTLHiAfPHSKc2WZq,2.31.2,555,"Temple of Artemis Soteira in Troizen",06-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngTA3L384VAT3Tgj6VM15CAQXUMIjBgMIVBd3XAj,2.31.3,556,"Agora of Troizen",07-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngUB3Y485VhU8UhM7U52fDBpYUNJkChZJV4e8YBM,2.31.4,557,"Temple of Artemis Lykeia in Troizen",08-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngVC3Z586WiVgViN8WE3gECAZWOKlDiAKW5fgZCN,2.31.5,558,"Temple of Artemis Lykeia in Troizen",09-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngWD3E687WNWiWjq9W740FDFAWvLmEjFLWOgiADq,2.31.6,559,"Sanctuary of Apollo Thearios at Troizen, very ancient",10-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngXE3B788ZEXjXkn0YQ59GECBXQMnFkCMZFhjBEn,2.31.7,560,"Stoa in the Agora of Troizen",11-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngYF3C889YlY1Yls1AR69HFRCZxNoGlDNY8i1CFs,2.31.8,561,"Tent of Orestes at Troizen, building in front of the Apollo sanctuary",12-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngZG3D980ZwZ2ZmL2Zy74IGWDZSOpHmEOZxj2DGL,2.31.9,562,"Tent of Orestes at Troizen, building in front of the Apollo sanctuary",13-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngAH4E081BHA5AnE3CT8kJHXEATPqInFPBIk5EHE,2.31.10,563,"Tent of Orestes at Troizen, building in front of the Apollo sanctuary",14-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngBI4F182CSBnBoP4BK91KIQFDUQrJoGQCTlnFIP,2.32.1,564,"Precinct of Hippolytus in Troizen",15-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngCJ4C283ETC7Cpw5CL03LJVGDbRsKpDREUm7GJw,2.32.2,565,"Precinct of Hippolytus in Troizen",16-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngDK4D384EqD8DqP6FW1pMKWHEcStLqESE3n8HKP,2.32.3,566,"Precinct of Hippolytus in Troizen",17-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngEL4I485ELEpErE7Fd29NLzIGXTuMrJTEMopILE,2.32.4,567,"Precinct of Hippolytus in Troizen",18-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngFM4F586HMF9FsJ8HO3qOMUJGYUvNsGUHNp9JMJ,2.32.5,568,"Temple of Athena Sthenias in the akropolis of Troizen",19-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngGN4G687HXG8Gte9HZ40PNPKGfVwOtHVHYq8KNe,2.32.6,569,"Troizen (Troizenia)",20-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngHO4H788HuH9Hub0HQ58QOELJAWxPuIWH7r9LOb,2.32.7,570,"road Troizen to Hermione",21-01-167,"{""type"": ""GeometryCollection"", ""geometries"": [{""type"": ""LineString"", ""coordinates"": [[23.349909, 37.50281], [23.352082, 37.502236], [23.355121, 37.501736], [23.355475, 37.501358], [23.355976, 37.499868], [23.356525, 37.499514], [23.356745, 37.499001], [23.355793, 37.499331], [23.354743, 37.49916], [23.355524, 37.498989], [23.355573, 37.498599], [23.35506, 37.498867], [23.354718, 37.498635], [23.353925, 37.498647], [23.353546, 37.49822], [23.351361, 37.497451], [23.350714, 37.496743], [23.3508, 37.496499], [23.350116, 37.495266], [23.35058, 37.494912], [23.350641, 37.494448], [23.350275, 37.494045], [23.349201, 37.493801], [23.348285, 37.493789], [23.347748, 37.49352], [23.347296, 37.493142], [23.347284, 37.492739], [23.345392, 37.491738], [23.344916, 37.491005], [23.346234, 37.490639], [23.346197, 37.489663], [23.345673, 37.489467], [23.345392, 37.488881], [23.345904, 37.488747], [23.345355, 37.488271], [23.346014, 37.487758], [23.346014, 37.487209], [23.344354, 37.487465], [23.344037, 37.487148], [23.344903, 37.486757], [23.345074, 37.486452], [23.344025, 37.486], [23.344989, 37.485695], [23.344635, 37.48506], [23.345782, 37.484792], [23.344403, 37.483791], [23.344037, 37.483095], [23.341998, 37.481459], [23.341314, 37.480556], [23.342145, 37.479323], [23.342108, 37.478834], [23.342999, 37.478737], [23.343683, 37.478407], [23.344266, 37.477399], [23.343369, 37.476121], [23.343331, 37.475473], [23.342797, 37.474862], [23.341919, 37.473203], [23.342053, 37.472726], [23.337075, 37.471257], [23.33263, 37.470399], [23.329082, 37.467977], [23.326755, 37.467919], [23.324886, 37.46853], [23.322998, 37.46893], [23.321109, 37.468778], [23.316512, 37.468968], [23.314738, 37.469541], [23.311648, 37.469731], [23.31018, 37.470838], [23.310256, 37.472192], [23.308997, 37.473546], [23.308711, 37.474519], [23.305659, 37.47553], [23.30297, 37.475416], [23.300948, 37.474939], [23.297457, 37.475149], [23.29637, 37.475988], [23.295359, 37.477132], [23.294352, 37.47776], [23.292362, 37.478493], [23.291373, 37.478187], [23.290384, 37.47715], [23.289566, 37.475734], [23.289273, 37.473719], [23.288053, 37.471583], [23.286881, 37.470582], [23.285269, 37.469593], [23.284732, 37.469483], [23.284366, 37.469081], [23.284061, 37.46847], [23.284146, 37.467677], [23.283987, 37.467005], [23.283401, 37.467286], [23.281741, 37.467079], [23.280728, 37.466468], [23.280008, 37.465626], [23.27919, 37.464283], [23.278396, 37.463892], [23.277124, 37.462426], [23.277143, 37.460728], [23.277486, 37.45987], [23.27699, 37.457695], [23.275917, 37.454529], [23.274636, 37.451847], [23.274546, 37.448777], [23.272847, 37.447495], [23.271566, 37.445946], [23.271417, 37.445439], [23.267423, 37.443382], [23.266946, 37.441296], [23.263131, 37.438107], [23.261671, 37.434829], [23.261045, 37.431372], [23.257081, 37.428838], [23.256218, 37.42773], [23.255264, 37.425898], [23.255322, 37.424983], [23.253452, 37.424048], [23.253853, 37.422999], [23.253719, 37.42256], [23.252995, 37.421683], [23.253014, 37.420195], [23.251793, 37.419814], [23.250877, 37.419051], [23.25103, 37.418173], [23.250591, 37.417944], [23.250477, 37.417315], [23.249618, 37.416972], [23.249733, 37.415655], [23.249199, 37.415159], [23.249218, 37.41432], [23.249485, 37.413595], [23.249027, 37.413157], [23.249103, 37.412298], [23.248626, 37.411841], [23.248111, 37.410429], [23.247329, 37.409895], [23.245937, 37.407701], [23.245536, 37.406404], [23.245422, 37.403486], [23.244653, 37.40121], [23.242418, 37.398885], [23.241077, 37.397246], [23.241583, 37.395726], [23.24215, 37.393103], [23.243381, 37.389428], [23.243591, 37.385218]]}]}"
ngIP4I889JvItIvA1Ih6uRPNMJBXyQvJXJ8stMPA,2.32.8,571,"Sanctuary of Poseidon Phytalmios at Troizen, outside walls",22-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngJQ4J980KgJtJwd2Ki72SQSNJiYzRwKYKhttNQd,2.32.9,572,Kelenderis,23-01-167,"{""type"": ""Point"", ""coordinates"": [23.4228, 37.5022]}"
ngKR5W081LBK0KxK3L181TRLOKjZaSxXZLCu0ORK,2.32.10,573,"Sanctuary of Artemis Saronia on coast of Troizen",24-01-167,"{""type"": ""Point"", ""coordinates"": [23.3484, 37.5033]}"
ngLS5X182LyL1LyD4Lk9vUSQPLEAbTyYAL1v1PSD,2.33.1,574,"Sphairia island",25-01-167,"{""type"": ""Point"", ""coordinates"": [23.4767, 37.4844]}"
ngMT5Y283NjMzMzc5OV07VTFQNlBcUzZBNkwzQTc,2.33.2,575,"Kalaureia (island)",26-01-167,"{""type"": ""Point"", ""coordinates"": [23.48041, 37.52255]}"
ngNU5Z384OUNaNad6NG15WUeRNmCdVaACOVxaRUd,2.33.3,576,"Poseidon of Kalaureia (Poros)",27-01-167,"{""type"": ""Point"", ""coordinates"": [23.4803, 37.5227]}"
ngOV5A485OFOzObW7OH28XVjSPHDeWbBDOGyzSVW,2.33.4,577,"Poseidon of Kalaureia (Poros)",28-01-167,"{""type"": ""Point"", ""coordinates"": [23.4803, 37.5227]}"
ngPW5B586PGP5PcP8QY39YWkTPIEfXcCEPHz5TWP,2.33.5,578,"Poseidon of Kalaureia (Poros)",29-01-167,"{""type"": ""Point"", ""coordinates"": [23.4803, 37.5227]}"
ngQX5Y687SXQ6QdI9QJ4dZXlUSJFgYdZFSYa6UXI,2.34.1,579,"Methana (Troizenia)",30-01-167,"{""type"": ""Point"", ""coordinates"": [23.3496, 37.5868]}"
ngRY5D788RoR8Rep0RA5dAYSVRqGhZeEGRpb8VYp,2.34.2,580,"Methana (Troizenia)",31-01-167,"{""type"": ""Point"", ""coordinates"": [23.3496, 37.5868]}"
ngSZ5E889SZSfSfE1UB6dBZFWTLHiAfFHSAcfWZE,2.34.3,581,"Methana (Troizenia)",01-02-167,"{""type"": ""Point"", ""coordinates"": [23.3496, 37.5868]}"
